Country,Year,CountryName,GDP,INVESTMENT,LABOR,HC_index,LABOR_ILOSTAT,CAPITAL,TFP,TFP_Growth,GDP_Growth
MEX,2002,Mexico,938540700989.319,182436664282.011,39090086.0,2.45659756660461,39090086.0,2612248720227.0996,274.11803454234905,-2.718902963965575,-0.23658800192258855
MEX,2003,Mexico,949667522095.5,185627888061.378,39808134.0,2.47626376152039,39808134.0,2667264172277.1226,270.7065755164755,-1.2445219197522506,1.1855448670955004
MEX,2004,Mexico,983527357381.896,197933783794.994,40737107.0,2.49608755111694,40737107.0,2731834747458.2603,272.46761935937593,0.6505360424070128,3.565441009468473
MEX,2005,Mexico,1004311720993.85,207723590376.669,42079136.0,2.51607012748718,42079136.0,2802966600462.016,268.58951015469347,-1.4233284724990969,2.1132471258634933
MEX,2006,Mexico,1052569035045.56,227574925511.635,43378461.0,2.53621244430542,43378461.0,2890393195950.55,271.6231713664493,1.1294786643039734,4.805013527468893
MEX,2007,Mexico,1074439987409.3,243503123931.749,44231248.0,2.55651617050171,44231248.0,2989376660084.771,269.17418699682344,-0.9016109919142035,2.0778639343872918
MEX,2008,Mexico,1084575522159.75,259406332218.791,44943527.0,2.57141518592834,44943527.0,3099314159299.323,264.5277617989958,-1.726177851475208,0.9433318630376775
MEX,2009,Mexico,1016298775551.17,228470336545.8,45435340.0,2.58525681495667,45435340.0,3172818787880.1567,243.26644035662164,-8.037463175048455,-6.295250557805165
MEX,2010,Mexico,1066822388048.98,242705611858.876,46121621.0,2.59917283058167,46121621.0,3256883460345.025,249.70688998812813,2.647487923967229,4.971334583219322
MEX,2011,Mexico,1103564231781.62,263792121386.175,46359442.0,2.61836075782776,46359442.0,3357831408713.948,253.49419073157182,1.516698535480443,3.444045057943912
MEX,2012,Mexico,1142776194808.08,273641900287.031,47886308.0,2.63769030570984,47886308.0,3463581738565.2812,253.04305842235664,-0.17796554150343313,3.5532107599351326
MEX,2013,Mexico,1152513808584.62,262779379443.118,48411866.0,2.6571626663208,48411866.0,3553182031080.1353,249.94217838503425,-1.2254357249139258,0.8521015594112447
MEX,2014,Mexico,1181370028689.69,269081304153.479,48617093.0,2.67677879333496,48617093.0,3644604233679.6074,252.0271693597947,0.8341893266003764,2.503763502886591
MEX,2015,Mexico,1213294467716.88,281049750802.406,49828505.0,2.69653964042664,49828505.0,3743423772798.033,251.15222867173568,-0.34716125657465735,2.702323425506137
MEX,2016,Mexico,1234800030119.7,282626231215.759,50863634.0,2.71644639968872,50863634.0,3838878815373.89,248.80525501653352,-0.9344825119070421,1.7724932384541647
MEX,2017,Mexico,1257912134612.3,281086482970.96,51680279.0,2.73650026321411,51680279.0,3928021357576.1553,247.65735993695438,-0.461362875757132,1.8717285332718658
MEX,2018,Mexico,1282719194577.95,282861872979.039,53161791.0,2.75670194625855,53161791.0,4014482162676.386,244.88835638136936,-1.1180784436569557,1.9720820940562378
MEX,2019,Mexico,1277682078094.17,270329674204.339,54614549.0,2.7770528793335,54614549.0,4084087728746.906,237.11520580654977,-3.1741609481482747,-0.3926905050670393
MEX,2020,Mexico,1170944075446.26,223928227796.761,51420181.0,2.79755401611328,51420181.0,4103811570106.3213,224.53172160060666,-5.306907316694542,-8.354034581679636
MEX,2021,Mexico,1241768434200.36,247412238552.482,54172811.0,2.81556797027588,54172811.0,4146033230153.487,228.3985494779926,1.7221744214228174,6.048483462125054
MEX,2022,Mexico,1287835026749.81,265916924961.647,58314144.0,2.83388257026672,58314144.0,4204648493607.4595,223.74513393618085,-2.0374102867321886,3.70975709163639
MEX,2023,Mexico,1331023107619.63,310210602418.206,59810052.0,2.85250401496887,59810052.0,4304626671345.2925,224.65075583842702,0.4047560214223367,3.353541406527527
MEX,2024,Mexico,1350022500028.81,320646569495.968,60336446.0,2.871247821199487,60336446.0,4410041907273.996,223.6986140288371,-0.4238320080590774,1.4274276908053274
PER,1992,Peru,60585536757.2262,8211653472.11021,2410466.0,2.27039742469788,2410466.0,70730673442.08107,402.8787399880065,,
PER,1993,Peru,63762386032.6397,9158298685.67453,2610352.0,2.30389952659607,2610352.0,76352438455.65155,388.25838565947146,-3.6289714192836997,5.243577007732947
PER,1994,Peru,71610493993.7311,12511654122.9602,2682131.0,2.33789587020874,2682131.0,85046470655.82918,408.6472860776109,5.251374128985797,12.308366184844433
PER,1995,Peru,76917830598.9662,15184978306.8424,2901447.0,2.37239408493042,2901447.0,95979125429.88013,395.9990942639773,-3.0951366238197386,7.411395047351199
PER,1996,Peru,79070739970.4791,14753541957.7748,6041274.0,2.42212414741516,6041274.0,105933711116.16092,240.87550118951424,-39.17271411006208,2.7989730791261103
PER,1997,Peru,84192012966.592,17004088637.2914,11410315.0,2.47289657592773,11410315.0,117641114197.64427,161.34215983995142,-33.01844353485669,6.476824420797023
PER,1998,Peru,83862369616.8153,16803805794.6178,11563639.0,2.52473306655884,11563639.0,128562864282.37985,152.37902668700463,-5.555357113006343,-0.39153755583382077
PER,1999,Peru,85116037105.7632,14945918898.7639,11827094.0,2.57186794281006,11827094.0,137080639967.02475,147.2439258391649,-3.3699525187199986,1.4949106430883763
PER,2000,Peru,87409379264.7108,14175658191.7898,12133787.0,2.60804152488709,12133787.0,144402266160.46332,144.71217411151906,-1.719426939493085,2.6943713980691397
PER,2001,Peru,87949475111.0632,13026667146.978,12386758.0,2.64082050323486,12386758.0,150208819999.41815,140.55202316823983,-2.8747760641570586,0.6178923256242141
PER,2002,Peru,92745825187.2292,13090667303.4715,13513760.0,2.67401123046875,13513760.0,155789046302.91873,137.16579326269644,-2.409235974846191,5.453528938187668
PER,2003,Peru,96608710264.5646,13825916160.1286,13762568.0,2.70761942863464,13762568.0,161825510147.9014,138.20164896717404,0.7551851520982034,4.165023136661161
PER,2004,Peru,101398766434.291,14844271591.3919,13770263.0,2.74164962768555,13770263.0,168578506231.89822,141.78545431127688,2.5931711892627884,4.958203206117484
PER,2005,Peru,107771740073.589,16495475628.9229,13740419.0,2.77610778808594,13740419.0,176645056549.22623,147.26033314902293,3.8613825828187176,6.285060325095615
PER,2006,Peru,115885765581.756,19608142063.5571,14310818.0,2.75700330734253,14310818.0,187420945785.322,151.732151417328,3.036675371214681,7.528899044059734
PER,2007,Peru,125757364463.195,24053517639.2902,14897453.0,2.73803019523621,14897453.0,202103416135.34607,156.93686792802606,3.4302001665967863,8.518387769095526
PER,2008,Peru,137234696225.05,30744922236.4345,15313359.0,2.71918773651123,15313359.0,222743167565.01328,163.32441500737133,4.07013798840099,9.126568301464388
PER,2009,Peru,138738546494.974,29698331442.0123,15615260.0,2.70047473907471,15615260.0,241304340628.7749,159.24150483083272,-2.4998774227076415,1.095823659242745
PER,2010,Peru,150298879148.001,36194347326.0972,16061267.0,2.68189072608948,16061267.0,265433470923.43335,164.56128862265317,3.3407017834149455,8.332459107495271
PER,2011,Peru,159808578409.161,39788144348.9586,16234738.0,2.69885945320129,16234738.0,291949941726.2203,167.3730542560419,1.7086434221089908,6.327192401611792
PER,2012,Peru,169620385179.423,45712300011.1992,16657437.999999998,2.71593523025513,16657437.999999998,323064744651.10846,167.93211104296117,0.3340183934649632,6.139724705604133
PER,2013,Peru,179547449111.361,48171035435.0739,16781663.0,2.73311901092529,16781663.0,355082542853.62695,170.44849730335466,1.4984544913805964,5.852518210849023
PER,2014,Peru,183824551906.256,47201997771.4613,16889904.0,2.75041174888611,16889904.0,384530413482.4069,168.31064744947025,-1.2542497515126705,2.3821573718054934
PER,2015,Peru,189802976285.619,43822789508.6073,16927856.0,2.76781368255615,16927856.0,409126682316.89386,169.1112741595978,0.4756839345935626,3.252244772184598
PER,2016,Peru,197306492869.139,41866267077.4518,17304333.0,2.78532600402832,17304333.0,430536615278.5009,169.53827546812727,0.25249724517271144,3.953318715207388
PER,2017,Peru,202276318741.548,42405374278.0319,17479817.0,2.80294895172119,17479817.0,451415158792.6078,169.13930713115832,-0.23532640984303965,2.518835442331424
PER,2018,Peru,210305376512.78,44421755679.0842,17792099.0,2.82068347930908,17792099.0,473266156532.0615,170.28855751760963,0.6794697258397431,3.9693513413653125
PER,2019,Peru,215017545590.315,45685570534.0754,18049074.0,2.83853006362915,18049074.0,495288419239.5338,169.07019902422152,-0.7154670349839076,2.2406317687501787
PER,2020,Peru,191509018299.917,38377882077.0501,15736870.0,2.85648965835571,15736870.0,508901880354.60724,162.39742995243108,-3.9467446719184895,-10.933306501037887
PER,2021,Peru,217099648514.382,50914759791.0989,17758723.0,2.83546948432922,17758723.0,534371546127.9757,168.1086631311147,3.516824853913336,13.362624090312147
PER,2022,Peru,223198050485.251,51338290238.482,17716658.0,2.81483864784241,17716658.0,558991259060.059,171.20076127604528,1.8393449137829032,2.8090335533016875
PER,2023,Peru,222298021864.381,48507224492.4189,17604655.0,2.79458904266357,17604655.0,579548920599.4749,169.85936916957357,-0.7835199425946793,-0.40324215149427634
PER,2024,Peru,229642617310.3,51038242445.9804,17695545.0,2.7744851106693065,17695545.0,601609717015.4814,173.42518694705385,2.099276474952916,3.303940981714959
