Country,Year,CountryName,GDP,INVESTMENT,LABOR,HC_index,LABOR_ILOSTAT,CAPITAL,TFP,TFP_Growth,GDP_Growth
ARG,2003,Argentina,366780211148.674,37682562546.6549,8956213.0,2.73537039756775,8956213.0,673976240346.1298,418.2528696164365,0.41385256199959475,8.837040795769212
ARG,2004,Argentina,399898899166.738,50654861461.2803,9254724.0,2.76193618774414,9254724.0,690932289790.1035,439.76702811012444,5.143816111391586,9.029573300681527
ARG,2005,Argentina,435296589745.339,58672701569.6979,9525554.0,2.7887601852417,9525554.0,715058376870.2961,461.2855197791321,4.893157124917313,8.851659920134459
ARG,2006,Argentina,470325565798.353,67164293724.504,9926045.0,2.7969753742218,9926045.0,746469751751.2853,477.08101892515526,3.4242347675657037,8.047151500430317
ARG,2007,Argentina,512690850741.56,80901540191.8901,10116000.0,2.80521464347839,10116000.0,790047804355.6111,502.6239639915463,5.35400572505238,9.007650875047402
ARG,2008,Argentina,533491913656.279,87936280775.266,10279805.0,2.81347823143005,10279805.0,838481694913.0964,505.9488379166804,0.6615032635391982,4.057233103464242
ARG,2009,Argentina,501917060966.235,68086553749.1582,10401878.0,2.82176613807678,10401878.0,864644163916.5997,466.4204252709888,-7.812729209628333,-5.918525076349557
ARG,2010,Argentina,552738161802.463,85962395051.7292,10531926.0,2.83007836341858,10531926.0,907374350772.4989,500.02890057173545,7.205618253364499,10.125398156100317
ARG,2011,Argentina,585924294024.785,100900907666.981,10765734.0,2.8585422039032,10765734.0,962906540900.8549,508.4692486528889,1.6879720495160733,6.003951692805698
ARG,2012,Argentina,579910247223.428,93761965457.9418,10843566.0,2.88729238510132,10843566.0,1008523179313.7538,489.6546050507514,-3.700252011696681,-1.0264204544320643
ARG,2013,Argentina,593858966307.156,95955516955.605,10942848.0,2.91633176803589,10942848.0,1054052537303.671,487.6438884287959,-0.4106397859256483,2.4053237807942773
ARG,2014,Argentina,578937574935.696,89473196447.266,11047223.0,2.9456627368927,11047223.0,1090823106885.7534,463.80372291106033,-4.888847391187312,-2.5126153208137825
ARG,2015,Argentina,594749285413.212,92571210122.056,19343227.0,2.97528910636902,,1128853161663.5217,324.99228751014886,-29.928917890020934,2.731159828289309
