Country,Year,CountryName,GDP,INVESTMENT,LABOR,HC_index,LABOR_ILOSTAT,CAPITAL,EFFECTIVE_LABOR,TFP,TFP_Growth,GDP_Growth
CRI,2015,Costa Rica,56441920820.5194,10717714717.4987,2137792.0,2.62164735794067,2137792.0,115211396245.65283,5604536.748626701,311.54986145085456,1.7681716755069576,3.6520809680286925
CRI,2016,Costa Rica,58814921621.3159,11360656068.2955,2072882.9999999998,2.63974022865295,2072882.9999999998,120811482501.66568,5471872.644390812,324.3106870691929,4.095917603337251,4.20432325175899
CRI,2017,Costa Rica,61260269007.514,11369574479.9032,2118331.0,2.65795803070068,2118331.0,126140482856.4856,5630434.893132202,326.60856293854715,0.7085415192820799,4.157698962760925
CRI,2018,Costa Rica,62862779082.5908,11552889634.9592,2201777.0,2.67630171775818,2201777.0,131386348348.62051,5892619.567220452,320.77501175782146,-1.7860986644809174,2.6159044043378987
CRI,2019,Costa Rica,64382494195.8,10609590131.5992,2260413.0,2.6947717666626,2260413.0,135426621062.78868,6091297.133397107,318.13395323941705,-0.8233367380867995,2.4175118176251287
CRI,2020,Costa Rica,61631202097.7205,10252022654.1773,2024586.0,2.71336936950684,2024586.0,138907312663.82654,5493449.638332375,322.81038996318836,1.4699583858161613,-4.273354321614631
CRI,2021,Costa Rica,66522107766.4296,11055185810.0793,2122234.0,2.70895266532898,2122234.0,143017132840.7145,5749031.450751782,334.84485713793896,3.728029688301837,7.935762247431488
CRI,2022,Costa Rica,69549856033.0247,11216193280.4422,2235855.0,2.70455527305603,2235855.0,147082469479.12097,6046993.43003869,335.4665658952486,0.18567069018877724,4.5514917795840715
CRI,2023,Costa Rica,73105190307.8725,12180565513.4389,2163953.0,2.70017671585083,2163953.0,151908911518.60382,5843055.504795551,356.5152127039758,6.274439526501063,5.111921832245914
CRI,2024,Costa Rica,76264229553.4307,12703425014.0414,2258250.0,2.6958052473390617,2258250.0,157016890956.71503,6087802.199803436,357.96478915865777,0.4065959608533065,4.32122429646149
DOM,1992,Dominican Republic,22265015206.6119,3102861130.06738,2406390.0,1.96738874912262,2406390.0,14678080977.218681,4734304.612001182,282.07995122666466,,
DOM,1993,Dominican Republic,23905211028.6478,3609992550.37793,2416640.0,1.99287390708923,2416640.0,17554169478.735676,4816058.798828117,281.3259694223612,-0.26729365239346325,7.366695269755863
DOM,1994,Dominican Republic,24525260342.7332,4192624396.36607,2400580.0,2.01868891716003,2400580.0,20869085401.164963,4846024.240756026,270.57446106473776,-3.821726227301092,2.593783059862287
DOM,1995,Dominican Republic,25923197384.3629,4427178840.17858,2400680.0,2.04483842849731,2400680.0,24252809971.285294,4909002.718524923,269.0767770209133,-0.5535201060480444,5.699988591737437
DOM,1996,Dominican Republic,27468529262.4571,5051948095.32357,2523800.0,2.06714296340942,2523800.0,28092117568.044598,5217055.411052694,260.3180591081451,-3.255099904845171,5.961193193808567
DOM,1997,Dominican Republic,29913105390.3086,6110938027.65939,2652000.0,2.08969044685364,2652000.0,32798449717.301758,5541859.065055853,258.1884321405141,-0.818086526508055,8.899552300357971
DOM,1998,Dominican Republic,31919035075.5019,8291130810.52025,2889000.0,2.11248421669006,2889000.0,39449658041.95692,6102966.902017583,242.56769391872731,-6.050130942073162,6.705855707790165
DOM,1999,Dominican Republic,33820295671.4738,7748606309.65992,2979500.0,2.13552641868591,2979500.0,45225781449.51899,6362800.964474669,238.46291708552044,-1.6922190943457593,5.956510249995417
DOM,2000,Dominican Republic,35393522990.4108,8957854007.55711,3050794.0,2.15881991386414,3050794.0,51922346384.60014,6586114.840297236,232.50952049014992,-2.496571235533218,4.651725502991266
DOM,2001,Dominican Republic,36267520113.1855,8725577779.27502,3010266.0,2.17516422271729,3010266.0,58051806844.64516,6547822.904062286,229.99550586535867,-1.0812523373199934,2.4693702376321625
DOM,2002,Dominican Republic,37894663734.2472,9300721963.02996,3116858.0,2.19163250923157,3116858.0,64449938465.442856,6831007.319458493,225.39023284213707,-2.0023317437852794,4.486503670456732
DOM,2003,Dominican Republic,37383329266.8199,7879704982.53019,3094868.0,2.20822525024414,3094868.0,69107146524.7009,6834165.663772582,216.9198838449047,-3.758081657054324,-1.349357447827626
DOM,2004,Dominican Republic,38349900170.1598,8000513469.58153,3177169.0,2.2249436378479,3177169.0,73652302668.04738,7069021.952917574,212.89499802986572,-1.8554711277259939,2.5855666744957206
DOM,2005,Dominican Republic,41966981958.5524,9104852671.0474,3238053.0,2.24178862571716,3238053.0,79074540205.6924,7259030.384869327,223.36946424882873,4.920015179263926,9.431789319772644
DOM,2006,Dominican Republic,45815860539.7981,11128837069.0407,3370695.0,2.27710962295532,3370695.0,86249650264.44847,7675442.0205473825,228.13061494972743,2.1315136860402983,9.17120650955303
DOM,2007,Dominican Republic,49214666985.2049,12596794809.608,3459575.0,2.31298732757568,3459575.0,94533962560.83405,8001953.133797633,230.9730964795436,1.2459886326272152,7.418405777742443
DOM,2008,Dominican Republic,50823044977.7376,13337817395.578,3554379.0,2.34943008422852,3554379.0,103145081828.37035,8350764.953350083,225.02544485397615,-2.575040866759226,3.26808671288219
DOM,2009,Dominican Republic,51333030311.777,11344523549.9189,3481826.0,2.38644695281982,3481826.0,109332351286.87073,8309193.047948823,223.41977480626312,-0.7135504381537761,1.0034529301870654
DOM,2010,Dominican Republic,55645592832.7047,13251171893.992,3625662.0,2.42404723167419,3625662.0,117116905616.5192,8788775.934086306,227.96095215940676,2.0325762825074367,8.401145412095978
DOM,2011,Dominican Republic,57421779163.4885,12902555525.9811,3759942.0,2.47031021118164,3759942.0,124163615861.67433,9288223.116050718,222.34245984256802,-2.4646731221362406,3.191962274755178
DOM,2012,Dominican Republic,59015618840.2876,12791808635.1032,3840560.0,2.51745581626892,3840560.0,130747243703.6938,9668440.109729763,218.64215958306343,-1.6642346505137295,2.7756710084882563
DOM,2013,Dominican Republic,61927882062.5429,12425970470.2856,3869153.0,2.56369662284851,3869153.0,136635851988.79471,9919334.47938418,222.19022332672012,1.622771998969741,4.934733007098813
DOM,2014,Dominican Republic,66331713896.7879,13532787726.5004,4015581.0,2.59653639793396,4015581.0,143336847115.85538,10426602.225352049,226.5703881602504,1.971358040848381,7.111226296738904
DOM,2015,Dominican Republic,70966782572.4386,16022444595.4079,4113889.0,2.62979674339294,4113889.0,152192449355.47052,10818691.894880038,231.74156710817175,2.2823719330276493,6.987711312363887
DOM,2016,Dominican Republic,75735566406.0476,17923228254.1553,4262420.0,2.66348338127136,4262420.0,162506055141.8523,11352884.83399867,234.24832006359267,1.0817019090281876,6.719740786812922
DOM,2017,Dominican Republic,78714898894.6559,17424681240.4748,4382658.0,2.69760131835938,4382658.0,171805433625.23447,11822663.998718282,232.55680548470548,-0.7221031845299875,3.933861764015778
DOM,2018,Dominican Republic,84301701754.6018,19610141780.1026,4539256.0,2.73215627670288,4539256.0,182825303724.07535,12401956.771961208,236.24085009038018,1.5841482677732222,7.097516402101611
DOM,2019,Dominican Republic,88427452425.8944,20687566066.4377,4663268.0,2.76715397834778,4663268.0,194371604604.30927,12903980.598301895,236.37155941857213,0.055328842637480946,4.894030114958348
DOM,2020,Dominican Republic,81415993438.0734,18969849200.0413,4390655.0,2.80260014533997,4390655.0,203622873574.13507,12305250.341137664,220.8318114955691,-6.574288362452652,-7.929052342310627
DOM,2021,Dominican Republic,92824351636.8768,23586046073.3354,4556645.0,2.84226489067078,4556645.0,217027775968.7637,12951192.102750557,238.16625517448426,7.8496134961348,14.012428906220764
DOM,2022,Dominican Republic,97686450823.9666,24798030966.5934,4687379.0,2.88338804244995,4687379.0,230974418136.91888,13515532.559031004,238.53132265890466,0.15328262358280664,5.237956529025944
DOM,2023,Dominican Republic,99828029402.8707,25305355574.0775,4835318.0,2.92603707313538,4835318.0,244731052804.15045,14148319.728398819,231.8745895291827,-2.790716563141249,2.1922984823793845
DOM,2024,Dominican Republic,104773032846.36,26032730933.3293,5006036.0,2.969316938030992,5006036.0,258527231097.27222,14864507.487192916,231.19288885024451,-0.2939954224058683,4.953522044928893
MEX,1992,Mexico,716775997861.725,160425810266.289,38338019.0,2.22630405426025,38338019.0,883426592884.3069,85352087.1320065,330.3197913683304,,
MEX,1993,Mexico,737325961811.202,158431473392.421,38338019.0,2.24937796592712,38338019.0,997686736632.5126,86236695.19589528,323.453375913517,-2.078717544101638,2.8669994546108413
MEX,1994,Mexico,769725007521.97,179280255624.9,38338019.0,2.27269101142883,38338019.0,1127082655425.7869,87130471.1772877,321.396051966351,-0.6360496134429128,4.394127887641641
MEX,1995,Mexico,724231953299.776,118512320857.187,38338019.0,2.29624581336975,38338019.0,1189240843511.6843,88033515.62163994,294.7895041777298,-8.27843018787513,-5.910299623582837
MEX,1996,Mexico,769266848274.163,140521988841.382,38338019.0,2.32004451751709,38338019.0,1270300790177.4822,88945910.79341602,303.9329788766622,3.1016961490663464,6.21829715869302
MEX,1997,Mexico,824645415966.33,162213910259.847,38338019.0,2.3440899848938,38338019.0,1368999660928.4548,89867766.37856822,315.27062956509013,3.7303127585337714,7.198876152847067
MEX,1998,Mexico,875650385843.31,179539183581.628,38338019.0,2.36838483810425,38338019.0,1480088861463.66,90799182.92255266,323.57633785576166,2.634469408751805,6.185078930828936
MEX,1999,Mexico,899774820109.764,187716675086.389,38338019.0,2.39293122291565,38338019.0,1593801093476.8657,91740242.68983342,321.8236589562387,-0.541658549922841,2.7550303930055975
MEX,2000,Mexico,945027051117.631,196949494283.116,38338019.0,2.41773200035095,38338019.0,1711060533086.1384,92691055.36636272,327.5116641472199,1.7674291596301295,5.029283993782641
MEX,2001,Mexico,940766441516.06,183455616675.338,38338019.0,2.43708729743958,38338019.0,1808963123107.1694,93433099.11389728,318.09432934608384,-2.875419666550527,-0.45084525321599234
MEX,2002,Mexico,938540700989.319,182436664282.011,39090086.0,2.45659756660461,39090086.0,1900951631233.8218,96028610.14596492,306.37464404533745,-3.6843427309247834,-0.23658800192258855
MEX,2003,Mexico,949667522095.5,185627888061.378,39808134.0,2.47626376152039,39808134.0,1991531937733.5085,98575439.63794774,299.8515993121026,-2.1291072417433887,1.1855448670955004
MEX,2004,Mexico,983527357381.896,197933783794.994,40737107.0,2.49608755111694,40737107.0,2089889124641.827,101683385.65121874,299.2476921492291,-0.2014020149497031,3.565441009468473
MEX,2005,Mexico,1004311720993.85,207723590376.669,42079136.0,2.51607012748718,42079136.0,2193118258786.4043,105874057.08007038,292.67363561116684,-2.19686123252838,2.1132471258634933
MEX,2006,Mexico,1052569035045.56,227574925511.635,43378461.0,2.53621244430542,43378461.0,2311037271358.7188,110016992.60301733,293.7442048540696,0.36578943664233865,4.805013527468893
MEX,2007,Mexico,1074439987409.3,243503123931.749,44231248.0,2.55651617050171,44231248.0,2438988531722.5317,113077900.75347142,289.0435073094232,-1.600269032364976,2.0778639343872918
MEX,2008,Mexico,1084575522159.75,259406332218.791,44943527.0,2.57141518592834,44943527.0,2576445437355.1963,115568467.83698036,282.19991920876237,-2.367667125397399,0.9433318630376775
MEX,2009,Mexico,1016298775551.17,228470336545.8,45435340.0,2.58525681495667,45435340.0,2676093502033.2363,117462022.37487338,258.20377951163096,-8.503241164778597,-6.295250557805165
MEX,2010,Mexico,1066822388048.98,242705611858.876,46121621.0,2.59917283058167,46121621.0,2784994438790.45,119878064.20558499,263.76841274540226,2.155132370368973,4.971334583219322
MEX,2011,Mexico,1103564231781.62,263792121386.175,46359442.0,2.61836075782776,46359442.0,2909536838237.1025,121385743.68759209,266.53255995104064,1.047944739428086,3.444045057943912
MEX,2012,Mexico,1142776194808.08,273641900287.031,47886308.0,2.63769030570984,47886308.0,3037701896612.2783,126309250.38783556,264.9338978882127,-0.5997999130468723,3.5532107599351326
MEX,2013,Mexico,1152513808584.62,262779379443.118,48411866.0,2.6571626663208,48411866.0,3148596181224.782,128638202.94212528,260.74423983160847,-1.5813975070762876,0.8521015594112447
MEX,2014,Mexico,1181370028689.69,269081304153.479,48617093.0,2.67677879333496,48617093.0,3260247676317.022,130137203.53599353,262.0518832496253,0.5015042398870628,2.503763502886591
MEX,2015,Mexico,1213294467716.88,281049750802.406,49828505.0,2.69653964042664,49828505.0,3378285043303.577,134364538.95569703,260.3379511267524,-0.6540430473610637,2.702323425506137
MEX,2016,Mexico,1234800030119.7,282626231215.759,50863634.0,2.71644639968872,50863634.0,3491997022354.1567,138168335.45438474,257.1906861756889,-1.2089151571801238,1.7724932384541647
MEX,2017,Mexico,1257912134612.3,281086482970.96,51680279.0,2.73650026321411,51680279.0,3598483654207.4087,141423097.08647865,255.37021736247578,-0.707828436668001,1.8717285332718658
MEX,2018,Mexico,1282719194577.95,282861872979.039,53161791.0,2.75670194625855,53161791.0,3701421344476.077,146551212.71629027,251.94717262043426,-1.3404244149515687,1.9720820940562378
MEX,2019,Mexico,1277682078094.17,270329674204.339,54614549.0,2.7770528793335,54614549.0,3786679951456.612,151667490.55395052,243.47376254372094,-3.3631693456146694,-0.3926905050670393
MEX,2020,Mexico,1170944075446.26,223928227796.761,51420181.0,2.79755401611328,51420181.0,3821274181680.542,143850733.86582178,230.20800984264358,-5.448534808219929,-8.354034581679636
MEX,2021,Mexico,1241768434200.36,247412238552.482,54172811.0,2.81556797027588,54172811.0,3877622711148.9966,152527231.51140887,233.81204011618553,1.5655538119657253,6.048483462125054
MEX,2022,Mexico,1287835026749.81,265916924961.647,58314144.0,2.83388257026672,58314144.0,3949658500553.1934,165255436.28162363,228.69841290945635,-2.1870675283394814,3.70975709163639
MEX,2023,Mexico,1331023107619.63,310210602418.206,59810052.0,2.85250401496887,59810052.0,4062386177943.7397,170608413.4654969,229.25134078948471,0.24177162971710242,3.353541406527527
MEX,2024,Mexico,1350022500028.81,320646569495.968,60336446.0,2.871247821199487,60336446.0,4179913438542.5205,173240889.1164205,227.9343050826267,-0.5744942220719196,1.4274276908053274
PER,1992,Peru,60585536757.2262,8211653472.11021,2410466.0,2.27039742469788,2410466.0,40542805046.775925,5472715.7987218,489.5164043645385,,
PER,1993,Peru,63762386032.6397,9158298685.67453,2610352.0,2.30389952659607,2610352.0,47673963480.11166,6013988.737049104,457.8365103569506,-6.47167157732188,5.243577007732947
PER,1994,Peru,71610493993.7311,12511654122.9602,2682131.0,2.33789587020874,2682131.0,57801919429.06627,6270542.988258838,467.7874124704413,2.173461899255802,12.308366184844433
PER,1995,Peru,76917830598.9662,15184978306.8424,2901447.0,2.37239408493042,2901447.0,70096801764.45535,6883375.700539112,442.0401293717153,-5.504056418010805,7.411395047351199
PER,1996,Peru,79070739970.4791,14753541957.7748,6041274.0,2.42212414741516,6041274.0,81345503634.00739,14632715.636551373,264.2030661466489,-40.230977101068056,2.7989730791261103
PER,1997,Peru,84192012966.592,17004088637.2914,11410315.0,2.47289657592773,11410315.0,94282317089.5984,28216528.893756814,174.33836755320866,-34.0134957190693,6.476824420797023
PER,1998,Peru,83862369616.8153,16803805794.6178,11563639.0,2.52473306655884,11563639.0,106372007029.73628,29195101.7530494,162.82686465680987,-6.6029658634295885,-0.39153755583382077
PER,1999,Peru,85116037105.7632,14945918898.7639,11827094.0,2.57186794281006,11827094.0,115999325577.01337,30417723.915201202,156.1060083193689,-4.127609010716093,1.4949106430883763
PER,2000,Peru,87409379264.7108,14175658191.7898,12133787.0,2.60804152488709,12133787.0,124375017489.95248,31645420.350135148,152.47525459199713,-2.325825742686216,2.6943713980691397
PER,2001,Peru,87949475111.0632,13026667146.978,12386758.0,2.64082050323486,12386758.0,131182933762.43285,32711204.49500843,147.37486991116816,-3.345057330434964,0.6178923256242141
PER,2002,Peru,92745825187.2292,13090667303.4715,13513760.0,2.67401123046875,13513760.0,137714454377.7827,36135946.005859375,143.21579132318672,-2.8221084032090227,5.453528938187668
PER,2003,Peru,96608710264.5646,13825916160.1286,13762568.0,2.70761942863464,13762568.0,144654647819.02216,37263796.50470538,143.73526442624566,0.36272054796435693,4.165023136661161
PER,2004,Peru,101398766434.291,14844271591.3919,13770263.0,2.74164962768555,13770263.0,152266187019.46295,37753236.42708211,146.92687247420875,2.2204766942219623,4.958203206117484
PER,2005,Peru,107771740073.589,16495475628.9229,13740419.0,2.77610778808594,13740419.0,161148353297.41272,38144884.19746403,152.06954422087298,3.5001573640430994,6.285060325095615
PER,2006,Peru,115885765581.756,19608142063.5571,14310818.0,2.75700330734253,14310818.0,172699077696.09918,39454972.556777015,156.13938094935963,2.6762996820556273,7.528899044059734
PER,2007,Peru,125757364463.195,24053517639.2902,14897453.0,2.73803019523621,14897453.0,188117641450.5844,40789676.14611226,160.92570713958517,3.065418961650601,8.518387769095526
PER,2008,Peru,137234696225.05,30744922236.4345,15313359.0,2.71918773651123,15313359.0,209456681614.4897,41639897.99759387,166.87822498894604,3.6989229099348986,9.126568301464388
PER,2009,Peru,138738546494.974,29698331442.0123,15615260.0,2.70047473907471,15615260.0,228682178975.7775,42168615.17408376,162.26421660003118,-2.7648954135391257,1.095823659242745
PER,2010,Peru,150298879148.001,36194347326.0972,16061267.0,2.68189072608948,16061267.0,253442417353.08582,43074563.01654701,167.24548946121556,3.069852962999753,8.332459107495271
PER,2011,Peru,159808578409.161,39788144348.9586,16234738.0,2.69885945320129,16234738.0,280558440834.39014,43815276.1215462,169.72089372719435,1.4801022580359868,6.327192401611792
PER,2012,Peru,169620385179.423,45712300011.1992,16657437.999999998,2.71593523025513,16657437.999999998,312242818803.8698,45240522.709990546,169.9466997416397,0.1330455016388843,6.139724705604133
PER,2013,Peru,179547449111.361,48171035435.0739,16781663.0,2.73311901092529,16781663.0,344801713298.75024,45866282.18024153,172.21030818702707,1.3319519877871278,5.852518210849023
PER,2014,Peru,183824551906.256,47201997771.4613,16889904.0,2.75041174888611,16889904.0,374763625405.27405,46454190.39915851,169.83305926891651,-1.3804335774887377,2.3821573718054934
PER,2015,Peru,189802976285.619,43822789508.6073,16927856.0,2.76781368255615,16927856.0,399848233643.6176,46853151.45314022,170.47452126957475,0.37770149311302514,3.252244772184598
PER,2016,Peru,197306492869.139,41866267077.4518,17304333.0,2.78532600402832,17304333.0,421722089038.8885,48198208.68726539,170.7701938066586,0.1734408959660927,3.953318715207388
PER,2017,Peru,202276318741.548,42405374278.0319,17479817.0,2.80294895172119,17479817.0,443041358864.97595,48995034.73642824,170.25140363894644,-0.3037943309354807,2.518835442331424
PER,2018,Peru,210305376512.78,44421755679.0842,17792099.0,2.82068347930908,17792099.0,465311046600.8113,50185879.7115316,171.30190663280973,0.617030445217992,3.9693513413653125
PER,2019,Peru,215017545590.315,45685570534.0754,18049074.0,2.83853006362915,18049074.0,487731064804.84607,51232839.16966724,169.98252587438913,-0.7702078653734623,2.2406317687501787
PER,2020,Peru,191509018299.917,38377882077.0501,15736870.0,2.85648965835571,15736870.0,501722393641.6539,44952206.409888215,163.20702616175632,-3.9859977828777815,-10.933306501037887
PER,2021,Peru,217099648514.382,50914759791.0989,17758723.0,2.83546948432922,17758723.0,527551033750.67004,50354317.14715546,168.86618454899838,3.4674722775925204,13.362624090312147
PER,2022,Peru,223198050485.251,51338290238.482,17716658.0,2.81483864784241,17716658.0,552511772301.6185,49869533.64900641,171.9008047588738,1.7970561826692322,2.8090335533016875
PER,2023,Peru,222298021864.381,48507224492.4189,17604655.0,2.79458904266357,17604655.0,573393408178.9565,49197775.96287244,170.49537353997914,-0.8175826872166558,-0.40324215149427634
PER,2024,Peru,229642617310.3,51038242445.9804,17695545.0,2.7744851106693065,17695545.0,595761980215.989,49096026.12767869,174.0190893258485,2.0667515561899386,3.303940981714959
URY,1992,Uruguay,28865011154.8822,4629058538.05378,1146400.0,2.36305570602417,1146400.0,30648602945.18811,2709007.0613861084,406.25750926527394,,
URY,1993,Uruguay,29632112135.1097,5305631982.35072,1156000.0,2.37195587158203,1156000.0,34421804780.27943,2741980.9875488267,397.309500452921,-2.202546071957079,2.6575461069854978
URY,1994,Uruguay,31789727752.3514,5644744356.91572,1187500.0,2.38088941574097,1187500.0,38345458898.181175,2827306.181192402,402.34126964132145,1.266460827809146,7.2813426441014295
URY,1995,Uruguay,31329539981.1782,5352085792.5246,1206000.0,2.38985681533813,1206000.0,41780271745.796715,2882167.3192977845,380.0113812428443,-5.5499870590913325,-1.4475989689441748
URY,1996,Uruguay,33077088488.9395,5893808890.95698,1174800.0,2.42010712623596,1174800.0,45585067049.46385,2843141.851902006,392.6181048527768,3.317459484687446,5.577957763858543
URY,1997,Uruguay,35904413225.1269,6489298870.52615,1172400.0,2.45074009895325,1172400.0,49795112567.5168,2873247.6920127906,410.38359240596554,4.524877312993603,8.54768320111614
URY,1998,Uruguay,37526894198.668,6980378020.21502,1064324.0,2.48176097869873,1064324.0,54285734959.35598,2641397.771892547,439.55238964832205,7.107690897520524,4.518890096790784
URY,1999,Uruguay,36956130432.4805,6282576427.7375,1023444.0,2.51317453384399,1023444.0,57854024639.12568,2572093.3976154285,430.70842011768207,-2.0120399158143343,-1.5209459199204356
URY,2000,Uruguay,36242902749.5716,5718934251.44823,1012380.0,2.54498553276062,1012380.0,60680257658.61762,2576492.4536561966,414.9422040183754,-3.6605311999702517,-1.9299306354922052
URY,2001,Uruguay,34849678466.8177,5324535217.70747,981619.0,2.54196763038635,981619.0,62970779993.39421,2495243.723372218,402.13943959579683,-3.085433175655372,-3.844129959403886
URY,2002,Uruguay,32155098813.2195,4176731329.97171,929392.0,2.53895330429077,929392.0,63998972323.696205,2359682.8893814073,382.5907186955167,-4.86117972410991,-7.732007215400449
URY,2003,Uruguay,32414038652.1022,4074134381.31575,906627.0,2.53594255447388,906627.0,64873158088.82714,2299153.9903349904,390.38322056361295,2.0367723228272627,0.8052839158940506
URY,2004,Uruguay,34036089123.994,4848899370.92805,953594.0,2.53293538093567,953594.0,66478399555.31383,2415391.981647969,393.6040012158448,0.8250305040216288,5.004160355644549
URY,2005,Uruguay,36575226344.6127,5768233211.28405,943699.0,2.52993178367615,943699.0,68922712788.83218,2387494.094323399,420.8212833988944,6.91488960960136,7.4601321302473655
URY,2006,Uruguay,38074290288.9132,6570429583.48227,1301607.0,2.54152894020081,1301607.0,72047006732.87285,3308071.8592679556,348.9333895891986,-17.082760935728057,4.0985773544537585
URY,2007,Uruguay,40564924117.3376,7180012257.97457,1326060.0,2.5531792640686,1326060.0,75624668654.20377,3385668.8949108077,360.03898931643596,3.182727723566958,6.541510845048215
URY,2008,Uruguay,43475921755.0631,8566889695.24176,1363758.0,2.5632803440094,1363758.0,80410324916.73534,3495694.075385571,369.90733275427823,2.74090965997269,7.176144664551054
URY,2009,Uruguay,45320819970.7986,8066861911.55244,1399869.0,2.57118535041809,1399869.0,84456670582.451,3599322.665304421,371.9052987861414,0.5401260950915976,4.243494194624287
URY,2010,Uruguay,48857389210.184,9359158986.62535,1558802.0,2.57911467552185,1558802.0,89592996039.9538,4020329.1144328113,365.480567320111,-1.7275181308252452,7.803409650717041
URY,2011,Uruguay,51379472633.5779,10012265251.2154,1641493.0,2.6003246307373,1641493.0,95125611489.17151,4268414.679082862,362.00305668702043,-0.9514898859300347,5.162133024636106
URY,2012,Uruguay,53197370201.0395,11829906853.581,1562646.0,2.62170910835266,1562646.0,102199237768.29393,4096803.2513308506,375.3999097381081,3.7007568868873575,3.538178720568541
URY,2013,Uruguay,55664418793.7377,12279002954.392,1616764.0,2.64326930046082,1616764.0,109368278834.27122,4273542.647290237,373.21016950981715,-0.5833086720288705,4.637538629024185
URY,2014,Uruguay,57467273107.5946,12574402673.6136,1653778.0,2.66500687599182,1653778.0,116474267566.17126,4407329.741364,369.4247518536442,-1.0142857739232625,3.238791229523663
URY,2015,Uruguay,57680327998.6689,11412766125.6205,1648329.0,2.68692326545715,1648329.0,122063320313.4832,4428933.5392277185,363.60383272577945,-1.5756711207512208,0.3707412576813951
URY,2016,Uruguay,58655009160.0858,11183457346.9999,1645148.0,2.70901989936829,1645148.0,127143611644.80893,4456738.669405944,363.02861329417027,-0.15819949622011276,1.6897982297177538
URY,2017,Uruguay,59675827116.7172,11289227594.1809,1643640.0,2.73129820823669,1643640.0,132075658656.74939,4489270.986986153,362.7406177311781,-0.07933136740349012,1.7403764337420968
URY,2018,Uruguay,59774159517.7554,10103892395.4649,1635723.0,2.75375962257385,1635723.0,135575768119.37682,4504387.951115365,359.2414909721894,-0.9646360478940963,0.1647776089401809
URY,2019,Uruguay,60329073609.8215,9798904719.76854,1631690.0,2.77640581130981,1631690.0,138595884433.1765,4530233.598256104,358.45583285582023,-0.2186991581186848,0.9283511412674361
URY,2020,Uruguay,55890466349.1545,9602921268.97503,1553181.0,2.79923820495605,1553181.0,141269011480.4927,4347723.5944118425,338.80597774032725,-5.4818064917349645,-7.357327064847219
URY,2021,Uruguay,59156857853.7605,11410203654.4454,1625939.0,2.8979823589325,1625939.0,145615764560.91345,4711942.538700351,336.7457856717232,-0.6080742973735509,5.844273125581845
URY,2022,Uruguay,61810768801.3209,12810668514.9725,1663110.0,3.00021004676819,1663110.0,151145644847.84027,4989679.330880644,334.60194318250007,-0.6366352840754042,4.4862270307206575
URY,2023,Uruguay,62269484309.0206,12078618489.6872,1702831.0,3.01220703125,1702831.0,155666981095.13544,5129279.511230469,327.6950303970216,-2.064217774644328,0.7421287853159653
URY,2024,Uruguay,64204978531.9491,11917878577.7895,1737516.0,3.024251988251871,1737516.0,159801510618.16815,5254686.217619438,329.57934414836154,0.5750205454922552,3.1082547806616567
