iso3,country,year,rank,n_ranked,rank_pct,score_raw,score_100,score_scale,panel_a,panel_b,latam_panel,country_source,source_file,source_sheet
DJI,Djibouti,2019,180,194,0.927461139896373,0.5318,5.3180000000000005,0-10,0,0,0,Djibouti,SHARED_-2019-Index-data-for-report.xlsx,Rankings
DJI,Djibouti,2020,134,172,0.7777777777777778,31.007,31.007,0-100,0,0,0,Djibouti,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DJI,Djibouti,2022,144,181,0.7944444444444444,29.84752363,29.84752363,0-100,0,0,0,Djibouti,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
DJI,Djibouti,2023,155,193,0.8020833333333334,29.94791011,29.94791011,0-100,0,0,0,Djibouti,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
DJI,Djibouti,2024,138,188,0.732620320855615,35.1933629,35.1933629,0-100,0,0,0,Djibouti,2024-GAIRI-data.xlsx,Ranking
DJI,Djibouti,2025,148,195,0.7577319587628866,24.52,24.52,0-100,0,0,0,Djibouti,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
DMA,Dominica,2019,143,194,0.7357512953367875,2.1905,21.905,0-10,0,0,0,Dominica,SHARED_-2019-Index-data-for-report.xlsx,Rankings
DMA,Dominica,2020,104,172,0.6023391812865497,35.714,35.714,0-100,0,0,0,Dominica,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DMA,Dominica,2023,127,193,0.65625,34.81908485,34.81908485,0-100,0,0,0,Dominica,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
DMA,Dominica,2025,174,195,0.8917525773195877,19.76,19.76,0-100,0,0,0,Dominica,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
DNK,Denmark,2019,9,194,0.04145077720207254,8.6008693146795,86.008693146795,0-10,0,0,0,Denmark,SHARED_-2019-Index-data-for-report.xlsx,Rankings
DNK,Denmark,2020,8,172,0.04093567251461988,75.618,75.618,0-100,0,0,0,Denmark,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DNK,Denmark,2021,9,160,0.050314465408805034,76.95991775,76.95991775,0-100,0,0,0,Denmark,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DNK,Denmark,2022,11,181,0.05555555555555555,74.79016756,74.79016756,0-100,0,0,0,Denmark,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
DNK,Denmark,2023,11,193,0.052083333333333336,73.91202307,73.91202307,0-100,0,0,0,Denmark,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
DNK,Denmark,2024,15,188,0.0748663101604278,74.71009478,74.71009478,0-100,0,0,0,Denmark,2024-GAIRI-data.xlsx,Ranking
DNK,Denmark,2025,11,195,0.05154639175257732,74.75,74.75,0-100,0,0,0,Denmark,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
DOM,Dominican Republic,2019,77,194,0.39378238341968913,4.803552764264935,48.03552764264935,0-10,1,1,1,Dominican Republic,SHARED_-2019-Index-data-for-report.xlsx,Rankings
DOM,Dominican Republic,2020,94,172,0.543859649122807,37.469,37.469,0-100,1,1,1,Dominican Republic,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DOM,Dominican Republic,2021,89,160,0.5534591194968553,40.88594812,40.88594812,0-100,1,1,1,Dominican Republic,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DOM,Dominican Republic,2022,81,181,0.4444444444444444,42.15738701,42.15738701,0-100,1,1,1,Dominican Republic,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
DOM,Dominican Republic,2023,66,193,0.3385416666666667,50.71305278,50.71305278,0-100,1,1,1,Dominican Republic,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
DOM,Dominican Republic,2024,73,188,0.3850267379679144,52.69157831,52.69157831,0-100,1,1,1,Dominican Republic,2024-GAIRI-data.xlsx,Ranking
DOM,Dominican Republic,2025,84,195,0.42783505154639173,43.73,43.73,0-100,1,1,1,Dominican Republic,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
DZA,Algeria,2019,141,194,0.7253886010362695,2.246352203,22.46352203,0-10,0,0,0,Algeria,SHARED_-2019-Index-data-for-report.xlsx,Rankings
DZA,Algeria,2020,118,172,0.6842105263157895,33.466,33.466,0-100,0,0,0,Algeria,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DZA,Algeria,2021,99,160,0.6163522012578616,37.92372769,37.92372769,0-100,0,0,0,Algeria,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
DZA,Algeria,2022,111,181,0.6111111111111112,35.32545863,35.32545863,0-100,0,0,0,Algeria,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
DZA,Algeria,2023,120,193,0.6197916666666666,35.98810889,35.98810889,0-100,0,0,0,Algeria,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
DZA,Algeria,2024,115,188,0.6096256684491979,39.05673544,39.05673544,0-100,0,0,0,Algeria,2024-GAIRI-data.xlsx,Ranking
DZA,Algeria,2025,89,195,0.4536082474226804,42.05,42.05,0-100,0,0,0,Algeria,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
ECU,Ecuador,2019,82,194,0.41968911917098445,4.646439365554724,46.46439365554724,0-10,0,1,1,Ecuador,SHARED_-2019-Index-data-for-report.xlsx,Rankings
ECU,Ecuador,2020,125,172,0.7251461988304093,32.411,32.411,0-100,0,1,1,Ecuador,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ECU,Ecuador,2021,95,160,0.5911949685534591,39.19079497,39.19079497,0-100,0,1,1,Ecuador,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ECU,Ecuador,2022,101,181,0.5555555555555556,37.3586778,37.3586778,0-100,0,1,1,Ecuador,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
ECU,Ecuador,2023,100,193,0.515625,40.83861731,40.83861731,0-100,0,1,1,Ecuador,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
ECU,Ecuador,2024,104,188,0.5508021390374331,41.45594571,41.45594571,0-100,0,1,1,Ecuador,2024-GAIRI-data.xlsx,Ranking
ECU,Ecuador,2025,66,195,0.33505154639175255,53.04,53.04,0-100,0,1,1,Ecuador,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
EGY,Egypt,2019,111,194,0.5699481865284974,3.492012562276769,34.92012562276769,0-10,0,0,0,Egypt,SHARED_-2019-Index-data-for-report.xlsx,Rankings
EGY,Egypt,2020,56,172,0.3216374269005848,49.191,49.191,0-100,0,0,0,Egypt,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
EGY,Egypt,2021,65,160,0.4025157232704403,49.75186942,49.75186942,0-100,0,0,0,Egypt,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
EGY,Egypt,2022,65,181,0.35555555555555557,49.41720556,49.41720556,0-100,0,0,0,Egypt,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
EGY,Egypt,2023,62,193,0.3177083333333333,52.6929229,52.6929229,0-100,0,0,0,Egypt,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
EGY,Egypt,2024,65,188,0.3422459893048128,55.62588551,55.62588551,0-100,0,0,0,Egypt,2024-GAIRI-data.xlsx,Ranking
EGY,Egypt,2025,52,195,0.26288659793814434,59.1,59.1,0-100,0,0,0,Egypt,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
ERI,Eritrea,2019,192,194,0.9896373056994818,0.21700000000000003,2.1700000000000004,0-10,0,0,0,Eritrea,SHARED_-2019-Index-data-for-report.xlsx,Rankings
ERI,Eritrea,2022,175,181,0.9666666666666667,20.16632518,20.16632518,0-100,0,0,0,Eritrea,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
ERI,Eritrea,2023,190,193,0.984375,19.6242147,19.6242147,0-100,0,0,0,Eritrea,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
ERI,Eritrea,2024,180,188,0.9572192513368984,22.19695954,22.19695954,0-100,0,0,0,Eritrea,2024-GAIRI-data.xlsx,Ranking
ERI,Eritrea,2025,193,195,0.9896907216494846,12.7,12.7,0-100,0,0,0,Eritrea,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
ESP,Spain,2019,36,194,0.18134715025906736,6.3321877508582896,63.321877508582894,0-10,0,0,0,Spain,SHARED_-2019-Index-data-for-report.xlsx,Rankings
ESP,Spain,2020,24,172,0.13450292397660818,68.041,68.041,0-100,0,0,0,Spain,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ESP,Spain,2021,25,160,0.1509433962264151,67.67652903,67.67652903,0-100,0,0,0,Spain,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ESP,Spain,2022,27,181,0.14444444444444443,67.82500746,67.82500746,0-100,0,0,0,Spain,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
ESP,Spain,2023,27,193,0.13541666666666666,67.47437476,67.47437476,0-100,0,0,0,Spain,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
ESP,Spain,2024,31,188,0.16042780748663102,69.25248467,69.25248467,0-100,0,0,0,Spain,2024-GAIRI-data.xlsx,Ranking
ESP,Spain,2025,13,195,0.061855670103092786,74.22,74.22,0-100,0,0,0,Spain,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
EST,Estonia,2019,23,194,0.11398963730569948,6.968428483603719,69.6842848360372,0-10,0,0,0,Estonia,SHARED_-2019-Index-data-for-report.xlsx,Rankings
EST,Estonia,2020,17,172,0.0935672514619883,69.922,69.922,0-100,0,0,0,Estonia,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
EST,Estonia,2021,21,160,0.12578616352201258,69.18310231,69.18310231,0-100,0,0,0,Estonia,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
EST,Estonia,2022,19,181,0.1,70.14246449,70.14246449,0-100,0,0,0,Estonia,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
EST,Estonia,2023,17,193,0.08333333333333333,70.86482958,70.86482958,0-100,0,0,0,Estonia,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
EST,Estonia,2024,21,188,0.10695187165775401,72.61871555,72.61871555,0-100,0,0,0,Estonia,2024-GAIRI-data.xlsx,Ranking
EST,Estonia,2025,21,195,0.10309278350515463,69.56,69.56,0-100,0,0,0,Estonia,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
ETH,Ethiopia,2019,126,194,0.6476683937823834,2.7772895518571428,27.772895518571428,0-10,0,0,0,Ethiopia,SHARED_-2019-Index-data-for-report.xlsx,Rankings
ETH,Ethiopia,2020,160,172,0.9298245614035088,26.169,26.169,0-100,0,0,0,Ethiopia,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ETH,Ethiopia,2021,147,160,0.9182389937106918,27.9477856,27.9477856,0-100,0,0,0,Ethiopia,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
ETH,Ethiopia,2022,162,181,0.8944444444444445,25.30098938,25.30098938,0-100,0,0,0,Ethiopia,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
ETH,Ethiopia,2023,140,193,0.7239583333333334,32.58526198,32.58526198,0-100,0,0,0,Ethiopia,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
ETH,Ethiopia,2024,119,188,0.6310160427807486,38.33624612,38.33624612,0-100,0,0,0,Ethiopia,2024-GAIRI-data.xlsx,Ranking
ETH,Ethiopia,2025,91,195,0.4639175257731959,41.58,41.58,0-100,0,0,0,Ethiopia,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
FIN,Finland,2019,5,194,0.02072538860103627,8.771773580001518,87.71773580001519,0-10,0,0,0,Finland,SHARED_-2019-Index-data-for-report.xlsx,Rankings
FIN,Finland,2020,3,172,0.011695906432748537,79.238,79.238,0-100,0,0,0,Finland,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FIN,Finland,2021,4,160,0.018867924528301886,79.23374229,79.23374229,0-100,0,0,0,Finland,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FIN,Finland,2022,4,181,0.016666666666666666,77.59332703,77.59332703,0-100,0,0,0,Finland,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
FIN,Finland,2023,4,193,0.015625,77.36514132,77.36514132,0-100,0,0,0,Finland,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
FIN,Finland,2024,9,188,0.0427807486631016,76.48471791,76.48471791,0-100,0,0,0,Finland,2024-GAIRI-data.xlsx,Ranking
FIN,Finland,2025,18,195,0.08762886597938144,70.3,70.3,0-100,0,0,0,Finland,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
FJI,Fiji,2019,167,194,0.8601036269430051,0.9931000000000001,9.931000000000001,0-10,0,0,0,Fiji,SHARED_-2019-Index-data-for-report.xlsx,Rankings
FJI,Fiji,2020,89,172,0.5146198830409356,38.728,38.728,0-100,0,0,0,Fiji,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FJI,Fiji,2021,69,160,0.4276729559748428,48.16911225,48.16911225,0-100,0,0,0,Fiji,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FJI,Fiji,2022,85,181,0.4666666666666667,41.75570206,41.75570206,0-100,0,0,0,Fiji,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
FJI,Fiji,2023,96,193,0.4947916666666667,41.56883237,41.56883237,0-100,0,0,0,Fiji,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
FJI,Fiji,2024,90,188,0.47593582887700536,44.21900038,44.21900038,0-100,0,0,0,Fiji,2024-GAIRI-data.xlsx,Ranking
FJI,Fiji,2025,108,195,0.5515463917525774,37.26,37.26,0-100,0,0,0,Fiji,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
FRA,France,2019,8,194,0.03626943005181347,8.60758328690234,86.0758328690234,0-10,0,0,0,France,SHARED_-2019-Index-data-for-report.xlsx,Rankings
FRA,France,2020,11,172,0.05847953216374269,73.767,73.767,0-100,0,0,0,France,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FRA,France,2021,11,160,0.06289308176100629,76.41358024,76.41358024,0-100,0,0,0,France,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
FRA,France,2022,7,181,0.03333333333333333,75.78358408,75.78358408,0-100,0,0,0,France,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
FRA,France,2023,6,193,0.026041666666666668,76.0747579,76.0747579,0-100,0,0,0,France,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
FRA,France,2024,4,188,0.016042780748663103,79.35754271,79.35754271,0-100,0,0,0,France,2024-GAIRI-data.xlsx,Ranking
FRA,France,2025,2,195,0.005154639175257732,80.81,80.81,0-100,0,0,0,France,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
FSM,Micronesia,2019,186,194,0.9585492227979274,0.46130000000000004,4.613,0-10,0,0,0,Micronesia,SHARED_-2019-Index-data-for-report.xlsx,Rankings
FSM,Micronesia,2025,172,195,0.8814432989690721,20.6,20.6,0-100,0,0,0,Micronesia (Federated States of),2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GAB,Gabon,2019,132,194,0.6787564766839378,2.5491983085714285,25.491983085714285,0-10,0,0,0,Gabon,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GAB,Gabon,2020,110,172,0.6374269005847953,35.064,35.064,0-100,0,0,0,Gabon,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GAB,Gabon,2021,107,160,0.6666666666666666,36.50752942,36.50752942,0-100,0,0,0,Gabon,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GAB,Gabon,2022,127,181,0.7,32.42445285,32.42445285,0-100,0,0,0,Gabon,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GAB,Gabon,2023,135,193,0.6979166666666666,33.09015799,33.09015799,0-100,0,0,0,Gabon,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GAB,Gabon,2024,144,188,0.7647058823529411,34.14729966,34.14729966,0-100,0,0,0,Gabon,2024-GAIRI-data.xlsx,Ranking
GAB,Gabon,2025,133,195,0.6804123711340206,28.41,28.41,0-100,0,0,0,Gabon,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GBR,United Kingdom,2019,2,194,0.0051813471502590676,9.069447068700317,90.69447068700316,0-10,0,0,0,United Kingdom,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GBR,United Kingdom,2020,2,172,0.005847953216374269,81.124,81.124,0-100,0,0,0,United Kingdom,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GBR,United Kingdom,2021,3,160,0.012578616352201259,81.25074503,81.25074503,0-100,0,0,0,United Kingdom,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GBR,United Kingdom,2022,3,181,0.011111111111111112,78.54010209,78.54010209,0-100,0,0,0,United Kingdom,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GBR,United Kingdom,2023,3,193,0.010416666666666666,78.57223041,78.57223041,0-100,0,0,0,United Kingdom of Great Britain and Northern Ireland,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GBR,United Kingdom,2024,5,188,0.0213903743315508,78.88344052,78.88344052,0-100,0,0,0,United Kingdom of Great Britain and Northern Ireland,2024-GAIRI-data.xlsx,Ranking
GBR,United Kingdom,2025,3,195,0.010309278350515464,77.75,77.75,0-100,0,0,0,United Kingdom of Great Britain and Northern Ireland,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GEO,Georgia,2019,76,194,0.38860103626943004,4.86314648226901,48.6314648226901,0-10,0,0,0,Georgia,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GEO,Georgia,2020,72,172,0.4152046783625731,43.387,43.387,0-100,0,0,0,Georgia,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GEO,Georgia,2021,79,160,0.49056603773584906,45.41491686,45.41491686,0-100,0,0,0,Georgia,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GEO,Georgia,2022,88,181,0.48333333333333334,40.79056687,40.79056687,0-100,0,0,0,Georgia,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GEO,Georgia,2023,99,193,0.5104166666666666,41.26650193,41.26650193,0-100,0,0,0,Georgia,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GEO,Georgia,2024,81,188,0.42780748663101603,46.91902495,46.91902495,0-100,0,0,0,Georgia,2024-GAIRI-data.xlsx,Ranking
GEO,Georgia,2025,87,195,0.44329896907216493,42.75,42.75,0-100,0,0,0,Georgia,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GHA,Ghana,2019,75,194,0.38341968911917096,4.888198281680877,48.88198281680877,0-10,0,0,0,Ghana,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GHA,Ghana,2020,91,172,0.5263157894736842,38.499,38.499,0-100,0,0,0,Ghana,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GHA,Ghana,2021,92,160,0.5723270440251572,40.19417706,40.19417706,0-100,0,0,0,Ghana,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GHA,Ghana,2022,104,181,0.5722222222222222,36.56305785,36.56305785,0-100,0,0,0,Ghana,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GHA,Ghana,2023,141,193,0.7291666666666666,32.58404214,32.58404214,0-100,0,0,0,Ghana,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GHA,Ghana,2024,95,188,0.5026737967914439,43.30178073,43.30178073,0-100,0,0,0,Ghana,2024-GAIRI-data.xlsx,Ranking
GHA,Ghana,2025,78,195,0.39690721649484534,47.42,47.42,0-100,0,0,0,Ghana,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GIN,Guinea,2019,140,194,0.7202072538860104,2.250934224,22.50934224,0-10,0,0,0,Guinea,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GIN,Guinea,2020,150,172,0.8713450292397661,29.003,29.003,0-100,0,0,0,Guinea,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GIN,Guinea,2021,149,160,0.9308176100628931,27.54707074,27.54707074,0-100,0,0,0,Guinea,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GIN,Guinea,2022,155,181,0.8555555555555555,27.81521975,27.81521975,0-100,0,0,0,Guinea,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GIN,Guinea,2023,166,193,0.859375,27.44381327,27.44381327,0-100,0,0,0,Guinea,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GIN,Guinea,2024,158,188,0.839572192513369,30.21187153,30.21187153,0-100,0,0,0,Guinea,2024-GAIRI-data.xlsx,Ranking
GIN,Guinea,2025,183,195,0.9381443298969072,17.81,17.81,0-100,0,0,0,Guinea,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GMB,Gambia,2019,108,194,0.5544041450777202,3.602284275571428,36.02284275571428,0-10,0,0,0,Gambia,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GMB,Gambia,2020,113,172,0.6549707602339181,34.511,34.511,0-100,0,0,0,Gambia,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GMB,Gambia,2021,135,160,0.8427672955974843,30.45293732,30.45293732,0-100,0,0,0,Gambia,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GMB,Gambia,2022,153,181,0.8444444444444444,27.96448778,27.96448778,0-100,0,0,0,Gambia,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GMB,Gambia,2023,154,193,0.796875,30.25153776,30.25153776,0-100,0,0,0,Gambia (Republic of The),2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GMB,Gambia,2024,168,188,0.893048128342246,26.94732127,26.94732127,0-100,0,0,0,Gambia (Republic of The),2024-GAIRI-data.xlsx,Ranking
GMB,Gambia,2025,153,195,0.7835051546391752,23.64,23.64,0-100,0,0,0,Gambia (Republic of The),2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GNB,Guinea Bissau,2019,190,194,0.9792746113989638,0.2651,2.651,0-10,0,0,0,Guinea-Bissau,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GNB,Guinea Bissau,2020,162,172,0.9415204678362573,25.123,25.123,0-100,0,0,0,Guinea Bissau,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GNB,Guinea Bissau,2022,168,181,0.9277777777777778,22.82405378,22.82405378,0-100,0,0,0,Guinea Bissau,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GNB,Guinea Bissau,2023,179,193,0.9270833333333334,24.11485899,24.11485899,0-100,0,0,0,Guinea Bissau,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GNB,Guinea Bissau,2024,172,188,0.9144385026737968,25.70947239,25.70947239,0-100,0,0,0,Guinea Bissau,2024-GAIRI-data.xlsx,Ranking
GNB,Guinea Bissau,2025,195,195,1.0,12.12,12.12,0-100,0,0,0,Guinea Bissau,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GNQ,Equatorial Guinea,2019,161,194,0.8290155440414507,1.2784,12.783999999999999,0-10,0,0,0,Equatorial Guinea,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GNQ,Equatorial Guinea,2023,163,193,0.84375,28.04104529,28.04104529,0-100,0,0,0,Equatorial Guinea,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GNQ,Equatorial Guinea,2024,167,188,0.8877005347593583,27.09253188,27.09253188,0-100,0,0,0,Equatorial Guinea,2024-GAIRI-data.xlsx,Ranking
GNQ,Equatorial Guinea,2025,187,195,0.9587628865979382,16.18,16.18,0-100,0,0,0,Equatorial Guinea,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GRC,Greece,2019,49,194,0.24870466321243523,5.760081823451374,57.60081823451374,0-10,0,0,0,Greece,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GRC,Greece,2020,61,172,0.3508771929824561,47.933,47.933,0-100,0,0,0,Greece,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GRC,Greece,2021,50,160,0.3081761006289308,56.22319444,56.22319444,0-100,0,0,0,Greece,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GRC,Greece,2022,50,181,0.2722222222222222,58.56101347,58.56101347,0-100,0,0,0,Greece,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GRC,Greece,2023,52,193,0.265625,57.94965354,57.94965354,0-100,0,0,0,Greece,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GRC,Greece,2024,59,188,0.31016042780748665,57.69792651,57.69792651,0-100,0,0,0,Greece,2024-GAIRI-data.xlsx,Ranking
GRC,Greece,2025,42,195,0.211340206185567,60.51,60.51,0-100,0,0,0,Greece,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GRD,Grenada,2019,164,194,0.844559585492228,1.0861,10.861,0-10,0,0,0,Grenada,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GRD,Grenada,2020,119,172,0.6900584795321637,33.45,33.45,0-100,0,0,0,Grenada,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GRD,Grenada,2022,117,181,0.6444444444444445,34.39033175,34.39033175,0-100,0,0,0,Grenada,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GRD,Grenada,2023,128,193,0.6614583333333334,34.63095618,34.63095618,0-100,0,0,0,Grenada,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GRD,Grenada,2024,121,188,0.6417112299465241,37.96322567,37.96322567,0-100,0,0,0,Grenada,2024-GAIRI-data.xlsx,Ranking
GRD,Grenada,2025,176,195,0.9020618556701031,19.36,19.36,0-100,0,0,0,Grenada,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
GTM,Guatemala,2019,115,194,0.5906735751295337,3.3851302785714283,33.85130278571428,0-10,0,1,1,Guatemala,SHARED_-2019-Index-data-for-report.xlsx,Rankings
GTM,Guatemala,2020,132,172,0.7660818713450293,31.179,31.179,0-100,0,1,1,Guatemala,2020-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GTM,Guatemala,2021,125,160,0.779874213836478,32.25324754,32.25324754,0-100,0,1,1,Guatemala,2021-Government-AI-Readiness-Index-public-dataset.xlsx,Global ranking
GTM,Guatemala,2022,114,181,0.6277777777777778,34.92596868,34.92596868,0-100,0,1,1,Guatemala,2022-Government-AI-Readiness-Index-public-data.xlsx,Global rankings
GTM,Guatemala,2023,121,193,0.625,35.75753858,35.75753858,0-100,0,1,1,Guatemala,2023-Government-AI-Readiness-Index-Public-Indicator-Data.xlsx,Global rankings
GTM,Guatemala,2024,135,188,0.7165775401069518,36.4144385,36.4144385,0-100,0,1,1,Guatemala,2024-GAIRI-data.xlsx,Ranking
GTM,Guatemala,2025,129,195,0.6597938144329897,29.34,29.34,0-100,0,1,1,Guatemala,2025-Government-AI-Readiness-Index-data-1.xlsx,Global Rankings
