ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CAF,Central African Republic,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.07182037830353,1.07183730602264,1.07185423374176,1.07187128067017,1.07188820838928,1.0719051361084,1.07192206382751,1.07193899154663,1.07195591926575,1.07197284698486,1.07198977470398,1.07605028152466,1.08012616634369,1.08421754837036,1.08832430839539,1.09244668483734,1.09658479690552,1.10073840618134,1.10490787029266,1.10909307003021,1.11329412460327,1.12658214569092,1.14002895355225,1.15363609790802,1.16740572452545,1.18133962154388,1.19543993473053,1.20970857143402,1.22414743900299,1.23875856399536,1.25354421138763,1.26725316047668,1.28111207485199,1.29512250423431,1.30928611755371,1.32360470294952,1.33807981014252,1.35271322727203,1.36750674247742,1.38246190547943,1.397580742836,1.40450119972229,1.41145586967468,1.41844499111176,1.42546880245209,1.43252730369568,1.4396208524704,1.44674944877625,1.4539133310318,1.46111273765564,1.46834778785706,1.47843062877655,1.48858284950256,1.49880468845367,1.50909674167633,1.51945948600769,1.52989339828491,1.54039895534515,1.55097663402557,1.56162703037262,1.57235038280487,1.58224356174469,1.59233725070953,1.60263669490814
CAN,Canada,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.48197078704834,2.50054621696472,2.51926040649414,2.53811478614807,2.55711030960083,2.57092189788818,2.58254599571228,2.59422278404236,2.60595202445984,2.61773467063904,2.62957048416138,2.64926934242249,2.66911578178406,2.68911075592041,2.70925569534302,2.72955131530762,2.74999904632568,2.77060008049011,2.79135537147522,2.81226634979248,2.83333349227905,2.85760188102722,2.88207769393921,2.90676331520081,2.93166065216064,2.9567711353302,2.98209643363953,3.00763869285584,3.03339982032776,3.05938172340393,3.08558583259583,3.10549879074097,3.12554049491882,3.14571118354797,3.16601204872131,3.18644404411316,3.20700788497925,3.22770428657532,3.24853444099426,3.26949906349182,3.29059886932373,3.31135082244873,3.33223342895508,3.35324788093567,3.37439489364624,3.39567494392395,3.41708946228027,3.43863916397095,3.46032452583313,3.48214673995972,3.50410676002502,3.51891613006592,3.53378772735596,3.54872250556946,3.56372046470642,3.57878160476685,3.59390640258789,3.60909533500671,3.62434840202332,3.6396656036377,3.65504789352417,3.66232514381409,3.66961669921875,3.67692279815674,3.68424344062805,3.69157862663269,3.69892859458923,3.7062931060791,3.7136721611023,3.72106599807739,3.72847461700439,3.73541975021362,3.75202083587647,3.76877570152283
CHE,Switzerland,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.93511772155762,2.94137716293335,2.94765019416809,2.95393633842468,2.96023607254028,2.96654939651489,2.97167205810547,2.97680354118347,2.9819438457489,2.98709297180176,2.99225115776062,3.01036620140076,3.0285906791687,3.04692554473877,3.06537127494812,3.08392906188965,3.10259890556335,3.12138175964355,3.14027833938599,3.15928936004639,3.17841553688049,3.19294023513794,3.20753145217896,3.22218918800354,3.23691391944885,3.25170612335205,3.26656579971313,3.28149342536926,3.29648923873901,3.31155347824097,3.32668662071228,3.34009194374084,3.35355138778687,3.36706471443176,3.38063263893127,3.39425539970398,3.40793299674988,3.42166566848755,3.43545341491699,3.44929718971252,3.46319651603699,3.46966695785522,3.476149559021,3.48264408111572,3.48915100097656,3.49566984176636,3.50220084190369,3.50874423980713,3.51529979705811,3.5218677520752,3.52844762802124,3.53894829750061,3.54948043823242,3.56004357337952,3.57063841819763,3.58126473426819,3.59192276000977,3.60261249542236,3.6133337020874,3.62408709526062,3.63487243652344,3.64234471321106,3.64983224868774,3.65733528137207,3.66485381126404,3.67238759994507,3.67993688583374,3.68750190734863,3.69508242607117,3.70267844200134,3.71028995513916,3.72179746627808,3.73337984085083,3.74503779411316
CHL,Chile,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,1.8869377374649,1.89483451843262,1.90276432037354,1.91072738170624,1.91872370243073,1.92343735694885,1.92816269397736,1.93289959430695,1.93764817714691,1.94240832328796,1.96002614498138,1.9778037071228,1.99574267864227,2.01384425163269,2.03210997581482,2.05054140090942,2.06913995742798,2.08790731430054,2.10684466362,2.12595391273499,2.15060162544251,2.17553520202637,2.2007577419281,2.22627258300781,2.25208330154419,2.27819347381592,2.30460619926453,2.3313250541687,2.35835385322571,2.38569593429565,2.41290974617004,2.44043397903442,2.46827220916748,2.49642777442932,2.52490472793579,2.55370664596558,2.57534694671631,2.59508895874023,2.61498236656189,2.63502812385559,2.64981174468994,2.66467809677124,2.67962789535522,2.69466161727905,2.70977973937988,2.72498273849487,2.7402708530426,2.75564479827881,2.77110481262207,2.7866518497467,2.80529260635376,2.82405781745911,2.84294891357422,2.8619658946991,2.88111042976379,2.90038323402405,2.91978454589844,2.93931579589844,2.95897746086121,2.97877097129822,2.9968798160553,3.01509833335876,3.03342795372009,3.05186891555786,3.07042193412781,3.08908796310425,3.10786700248718,3.12676072120667,3.14576888084412,3.16489291191101,3.18922209739685,3.21398735046387,3.23919916152954
CHN,China,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,1.11706721782684,1.13034534454346,1.14378142356873,1.1573771238327,1.17162132263184,1.18604075908661,1.20063769817352,1.21541428565979,1.23037278652191,1.25271499156952,1.27546286582947,1.298623919487,1.32220542430878,1.34621524810791,1.36638224124908,1.38685119152069,1.4076269865036,1.42871379852295,1.4501166343689,1.4778516292572,1.50611710548401,1.53492307662964,1.56428015232086,1.59419858455658,1.62360882759094,1.65356159210205,1.68406701087952,1.71366083621979,1.73743569850922,1.75906920433044,1.78097200393677,1.80314755439758,1.825599193573,1.84833037853241,1.86939430236816,1.89069819450378,1.91224467754364,1.93403697013855,1.9560774564743,1.99119687080383,2.0269467830658,2.0633385181427,2.10038375854492,2.13809394836426,2.17208456993103,2.20661544799805,2.24169540405273,2.27733302116394,2.31353735923767,2.32968354225159,2.34594249725342,2.36231517791748,2.37880182266235,2.39540362358093,2.40445852279663,2.41354775428772,2.4226713180542,2.43182945251465,2.44102191925049,2.47546982765198,2.51040363311768,2.54583048820496,2.57462215423584,2.59902787208557,2.62366509437561,2.64853596687317,2.67364239692688,2.69898700714111,2.7245717048645,2.73290514945984,2.74130630493164,2.74977564811707
CIV,Côte d'Ivoire,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.03838741779327,1.03855872154236,1.03873002529144,1.03890132904053,1.0390727519989,1.03924417495728,1.03941547870636,1.03958702087402,1.0397584438324,1.03992998600006,1.04010152816772,1.04641234874725,1.05276143550873,1.05914902687073,1.06557548046112,1.07204079627991,1.07854545116425,1.08508956432343,1.09167337417603,1.09829711914063,1.1049610376358,1.12101101875305,1.13729417324066,1.15381383895874,1.17057347297668,1.18757653236389,1.20482659339905,1.22232723236084,1.24008202552795,1.25809466838837,1.27636909484863,1.29070544242859,1.30520284175873,1.31986320018768,1.33468806743622,1.34967958927155,1.36483943462372,1.38016951084137,1.39567184448242,1.41134834289551,1.42720079421997,1.43718838691711,1.44724583625793,1.45737361907959,1.46757233142853,1.47784245014191,1.4881843328476,1.49859869480133,1.50908589363098,1.51964640617371,1.53028094768524,1.54781758785248,1.56555509567261,1.58349585533142,1.601642370224,1.61999678611755,1.63856148719788,1.65733885765076,1.67633152008057,1.6955418586731,1.71353816986084,1.71744728088379,1.73017752170563,1.7432347536087
CMR,Cameroon,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.13174211978912,1.13907909393311,1.14646375179291,1.15389621257782,1.161376953125,1.16890609264374,1.1764839887619,1.18411111831665,1.19178771972656,1.19951403141022,1.20729041099548,1.2157074213028,1.22418320178986,1.23271787166595,1.24131226539612,1.24996638298035,1.25868093967438,1.26745629310608,1.27629280090332,1.28519082069397,1.29415094852448,1.31520485877991,1.33660137653351,1.35834586620331,1.38044416904449,1.40290200710297,1.42572522163391,1.44891965389252,1.47249150276184,1.49644672870636,1.52079176902771,1.54215407371521,1.5638165473938,1.58578324317932,1.60805857181549,1.63064682483673,1.65355229377747,1.6767795085907,1.70033299922943,1.72049605846405,1.73868060112,1.75137519836426,1.7641624212265,1.77704298496246,1.79001760482788,1.80308699607849,1.81625187397003,1.82951271533966,1.84287047386169,1.85632574558258,1.86987924575806,1.87274312973022,1.8756115436554,1.87848424911499,1.8813613653183,1.88424289226532,1.88712894916534,1.89001929759979,1.89291405677795,1.89581322669983,1.89871692657471,1.91430938243866,1.93028342723846,1.94665050506592
COD,D.R. of the Congo,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.04419600963593,1.04661154747009,1.04903268814087,1.05145943164825,1.05389177799225,1.05632984638214,1.05919694900513,1.06207180023193,1.06495440006256,1.0678448677063,1.07074320316315,1.0747994184494,1.07887101173401,1.08295810222626,1.08706057071686,1.0911785364151,1.09601986408234,1.1008825302124,1.10576689243317,1.11067283153534,1.11560070514679,1.12165009975433,1.12773239612579,1.13384771347046,1.13999605178833,1.14617788791657,1.15427136421204,1.1624219417572,1.17063009738922,1.17889630794525,1.18722081184387,1.19892001152039,1.2107344865799,1.22266530990601,1.2347137928009,1.24688100814819,1.26712357997894,1.28769481182098,1.30859994888306,1.32984459400177,1.35143399238586,1.37609040737152,1.40119671821594,1.42676103115082,1.45279169082642,1.47929739952087,1.49378287792206,1.50841009616852,1.52318060398102,1.53809583187103,1.55315709114075,1.56119608879089,1.56927669048309,1.57739913463593,1.58556365966797,1.5937705039978,1.59951412677765,1.60527849197388,1.61106359958649,1.61686956882477,1.62269639968872,1.63658380508423,1.65058994293213,1.66471600532532,1.70311319828033,1.73415064811707,1.76421427726746,1.78063941001892,1.79721748828888,1.80343377590179,1.80971920490265,1.81607437133789,1.8225005865097,1.82899856567383
COG,Congo,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.08025991916657,1.08426916599274,1.0882933139801,1.09233224391937,1.09638631343842,1.10045528411865,1.11325526237488,1.12620401382446,1.13930332660675,1.15255510807037,1.1659609079361,1.17762565612793,1.18940699100494,1.20130634307861,1.21332454681396,1.22546315193176,1.25649571418762,1.28831422328949,1.32093834877014,1.35438871383667,1.38868606090546,1.41854166984558,1.44903910160065,1.48019218444824,1.51201510429382,1.54452216625214,1.59272634983063,1.64243495464325,1.6936948299408,1.73726940155029,1.77798140048981,1.80208075046539,1.82650673389435,1.85126388072968,1.8763564825058,1.9017893075943,1.91660988330841,1.9315459728241,1.94659829139709,1.9617680311203,1.97705602645874,1.98404741287231,1.99106359481812,1.99810445308685,2.0051703453064,2.01226115226746,2.0145583152771,2.01685833930969,2.01916074752808,2.02146577835083,2.02377367019653,2.04913234710693,2.07480883598328,2.10080718994141,2.12713122367859,2.15378499031067,2.15652751922607,2.15927910804749,2.1620397567749,2.16480922698975,2.16758799552918,2.17037606239319,2.17317295074463,2.17597937583923
COL,Colombia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.44564461708069,1.459104180336,1.47268915176392,1.48640060424805,1.50023972988129,1.51420760154724,1.52740108966827,1.54070961475372,1.55413401126862,1.56767535209656,1.58133471012115,1.59134590625763,1.60142040252686,1.61155879497528,1.62176120281219,1.63202834129334,1.64236044883728,1.6527578830719,1.66322124004364,1.67375075817108,1.68434691429138,1.69703042507172,1.70964860916138,1.7193431854248,1.72909271717072,1.73889756202698,1.74875795841217,1.75867426395416,1.76864683628082,1.77867591381073,1.78876197338104,1.80154001712799,1.81440949440002,1.8273708820343,1.84042477607727,1.85357201099396,1.86681318283081,1.88014888763428,1.8935798406601,1.907106757164,1.92073035240173,1.94368135929108,1.96690678596497,1.99040949344635,2.0141932964325,2.03826117515564,2.06261658668518,2.0872631072998,2.11220407485962,2.13744306564331,2.16298365592957,2.18431115150452,2.20584893226624,2.22759914398193,2.24956393241882,2.27174520492554,2.29414510726929,2.31676602363586,2.3396098613739,2.36267900466919,2.38597559928894,2.41068816184998,2.43565678596497,2.46088433265686,2.48637270927429,2.51212525367737,2.53814482688904,2.5629780292511,2.58082032203674,2.59878706932068,2.61687898635864,2.63825917243958,2.6601254940033,2.68249130249023
CRI,Costa Rica,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.6008232831955,1.602663397789,1.60450541973114,1.60634970664978,1.60819602012634,1.61004447937012,1.61592078208923,1.62181854248047,1.62773776054382,1.63367867469788,1.63964116573334,1.64656746387482,1.65352284908295,1.66050779819489,1.66752219200134,1.67456614971161,1.66442310810089,1.65434145927429,1.64432096481323,1.63436114788055,1.62446165084839,1.66291034221649,1.70226907730103,1.73427331447601,1.76512312889099,1.79652154445648,1.82650852203369,1.85699594020844,1.88799226284027,1.91950595378876,1.95154571533203,1.98035299777985,2.00958561897278,2.03924965858459,2.06935167312622,2.09989786148071,2.12909865379334,2.15870547294617,2.18872404098511,2.21916007995605,2.25001931190491,2.27053880691528,2.29124546051025,2.31214094161987,2.33322715759277,2.35450530052185,2.36827611923218,2.38212728500366,2.39605975151062,2.41007351875305,2.42416906356812,2.44833302497864,2.47273755073547,2.49738550186157,2.52227926254272,2.54742097854614,2.5419225692749,2.53643584251404,2.53096103668213,2.52549815177918,2.5200469493866,2.54592204093933,2.56810927391052,2.5858325958252,2.60367846488953,2.62164735794067,2.63974022865295,2.65795803070068,2.67630171775818,2.6947717666626,2.71336936950684,2.70895266532898,2.70455527305603,2.70017671585083
CYP,Cyprus,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.52330470085144,1.5485223531723,1.57415747642517,1.60021710395813,1.62670803070068,1.65363752841949,1.68379139900208,1.71317887306213,1.73667275905609,1.76048874855042,1.78463137149811,1.80243742465973,1.82042109966278,1.83858418464661,1.85692858695984,1.87545597553253,1.89416825771332,1.91306722164154,1.93215477466583,1.95143270492554,1.97090303897858,1.98548054695129,2.00016593933105,2.01495981216431,2.02986335754395,2.04487705230713,2.06000161170959,2.07523822784424,2.09058737754822,2.10605025291443,2.12162733078003,2.13938546180725,2.15729188919067,2.17534828186035,2.19355583190918,2.21191596984863,2.23042964935303,2.24909806251526,2.26792311668396,2.28690552711487,2.30604672431946,2.32937717437744,2.35294342041016,2.37674808502197,2.40079355239868,2.42508244514465,2.44961714744568,2.47439980506897,2.49943327903748,2.52471995353699,2.55026268959045,2.5698447227478,2.58636069297791,2.60298323631287,2.61971235275269,2.63654899597168,2.65349388122559,2.67054772377014,2.68771100044251,2.70498490333557,2.72236943244934,2.74201726913452,2.76180696487427,2.7817394733429,2.80181574821472,2.82203698158264,2.84240436553955,2.86291837692261,2.88358068466187,2.90439200401306,2.92535352706909,2.94772386550903,2.97051954269409,2.99375128746033
CZE,Czechia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11439180374146,3.16500663757324,3.21644353866577,3.26871681213379,3.32183933258057,3.37582540512085,3.41450190544128,3.45362114906311,3.49318885803223,3.53320980072022,3.57368922233582,3.58205246925354,3.59043526649475,3.59883761405945,3.60725975036621,3.61570143699646,3.61983227729797,3.62396788597107,3.62810850143433,3.63225340843201,3.63640332221985,3.65747833251953,3.67071223258972,3.69198608398438,3.70266890525818,3.71070146560669,3.72951197624207,3.74300670623779,3.75383734703064,3.76469922065735,3.76918435096741,3.77368021011353,3.77818751335144,3.78270554542542
DEU,Germany,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.42699718475342,2.46930408477783,2.51234817504883,2.55614304542542,2.58732581138611,2.61760544776917,2.61976861953735,2.6219334602356,2.62410020828247,2.6262686252594,2.62843894958496,2.65571403503418,2.68327212333679,2.71111607551575,2.73924899101257,2.7676739692688,2.79639387130737,2.82541155815125,2.8547306060791,2.88435387611389,2.91428446769714,2.93968844413757,2.96531367301941,2.99116253852844,3.01723647117615,3.04353785514832,3.070068359375,3.09683012962341,3.12382531166077,3.15105581283569,3.17852354049683,3.2028431892395,3.22734904289246,3.25204229354858,3.27692437171936,3.30199670791626,3.32726120948792,3.35271883010864,3.37837147712708,3.40422010421753,3.43026661872864,3.44363522529602,3.45705556869507,3.47052812576294,3.48405337333679,3.49763154983521,3.51126217842102,3.52494621276855,3.53868365287781,3.55247449874878,3.56631898880005,3.57492637634277,3.58355450630188,3.59220337867737,3.60087323188782,3.60956406593323,3.61827564239502,3.62700843811035,3.63576221466064,3.64453721046448,3.65333318710327,3.65577626228333,3.65822052955627,3.66066670417786,3.66311454772949,3.66556406021118,3.66801500320435,3.67046761512756,3.67292213439941,3.67537784576416,3.67783570289612,3.68691277503967,3.69603681564331,3.70520830154419
DNK,Denmark,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.84217619895935,2.76105546951294,2.68225002288818,2.60569381713867,2.51753044128418,2.41154766082764,2.44389820098877,2.47668290138245,2.50990724563599,2.54357743263245,2.57189679145813,2.58985066413879,2.60792994499207,2.62613534927368,2.64446783065796,2.66292834281921,2.68151760101318,2.70023679733276,2.71908640861511,2.7380678653717,2.7571816444397,2.77522230148315,2.79338097572327,2.81165838241577,2.83005547523499,2.84857273101807,2.86721134185791,2.88597178459168,2.90485525131226,2.92386198043823,2.9429931640625,2.95874309539795,2.97457695007324,2.9904956817627,3.00649952888489,3.02258920669556,3.03876495361328,3.05502724647522,3.07137632369995,3.08781313896179,3.10433793067932,3.12348175048828,3.1427435874939,3.16212439537048,3.1816246509552,3.20124483108521,3.22098660469055,3.24084973335266,3.26083564758301,3.28094434738159,3.30117750167847,3.31471872329712,3.32831573486328,3.34196853637695,3.35567712783813,3.36944198608398,3.38326358795166,3.39714169502258,3.41107678413391,3.42506909370422,3.43911862373352,3.45655488967896,3.47407937049866,3.49169301986694,3.50939559936523,3.52718830108643,3.54507112503052,3.56304430961609,3.58110880851746,3.5992648601532,3.61751317977905,3.63368630409241,3.65001320838928,3.66649580001831
DOM,Dominican Republic,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,1.37953042984009,1.37971448898315,1.37989842891693,1.38008236885071,1.38026642799377,1.38036632537842,1.38046610355377,1.38056588172913,1.38066565990448,1.38076555728912,1.38877630233765,1.39683353900909,1.40493750572205,1.41308856010437,1.42128682136536,1.43737125396729,1.45363771915436,1.4700882434845,1.48672497272491,1.50355005264282,1.51999652385712,1.53662312030792,1.553431391716,1.57042360305786,1.58760166168213,1.6098655462265,1.6324417591095,1.65533447265625,1.67854821681976,1.70208752155304,1.72270107269287,1.74178552627563,1.76108145713806,1.78059113025665,1.8003169298172,1.82314574718475,1.84626388549805,1.86967515945435,1.89338338375092,1.91739225387573,1.94222974777222,1.96738874912262,1.99287390708923,2.01868891716003,2.04483842849731,2.06714296340942,2.08969044685364,2.11248421669006,2.13552641868591,2.15881991386414,2.17516422271729,2.19163250923157,2.20822525024414,2.2249436378479,2.24178862571716,2.27710962295532,2.31298732757568,2.34943008422852,2.38644695281982,2.42404723167419,2.47031021118164,2.51745581626892,2.56369662284851,2.59653639793396,2.62979674339294,2.66348338127136,2.69760131835938,2.73215627670288,2.76715397834778,2.80260014533997,2.84226489067078,2.88338804244995,2.92603707313538
DZA,Algeria,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.13728058338165,1.14063823223114,1.14400577545166,1.1473833322525,1.15077078342438,1.15416824817657,1.15757584571838,1.16099333763123,1.16442108154297,1.16785883903503,1.17130672931671,1.17918086051941,1.18710792064667,1.19508814811707,1.20312213897705,1.2112101316452,1.21935248374939,1.22754955291748,1.23580181598663,1.24410951137543,1.25247299671173,1.27636218070984,1.30070698261261,1.32551622390747,1.35079860687256,1.37656331062317,1.40281927585602,1.42957615852356,1.45684325695038,1.4846305847168,1.51294791698456,1.55154621601105,1.59112918376923,1.63172209262848,1.67335057258606,1.71434307098389,1.7472060918808,1.7806990146637,1.81483399868011,1.84962320327759,1.88507950305939,1.90001463890076,1.91506826877594,1.93024098873138,1.94553411006928,1.96094822883606,1.97648453712463,1.99214398860931,2.00792741775513,2.02383589744568,2.03987050056458,2.07550859451294,2.11176919937134,2.14866352081299,2.18620228767395,2.22439670562744,2.26325869560242,2.30279946327209,2.34303092956543,2.38396549224854,2.42561507225037,2.45266890525818,2.48042869567871,2.50891828536987
ECU,Ecuador,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.50268161296844,1.51523077487946,1.52788460254669,1.54064416885376,1.55351030826569,1.5664838552475,1.58557057380676,1.60488986968994,1.62444460391998,1.64423751831055,1.66427171230316,1.67715835571289,1.69014477729797,1.70323181152344,1.71462845802307,1.72462594509125,1.73468172550201,1.74479615688324,1.75496959686279,1.76520228385925,1.77549457550049,1.79437184333801,1.81344985961914,1.83273065090179,1.85221648216248,1.87190961837769,1.89181196689606,1.91192603111267,1.93225383758545,1.95279788970947,1.97356021404266,1.99659240245819,2.01989340782166,2.04346609115601,2.06731414794922,2.09144043922424,2.11584830284119,2.14054107666016,2.16552186012268,2.19079422950745,2.21636152267456,2.239013671875,2.26189708709717,2.28501439094543,2.30836820602417,2.33196043968201,2.35579395294189,2.37987112998962,2.40419411659241,2.42876577377319,2.45358872413635,2.48427653312683,2.51534819602966,2.54680848121643,2.57254362106323,2.59416246414185,2.61596298217773,2.63794684410095,2.66011524200439,2.68247008323669,2.70501255989075,2.71133708953857,2.71767663955688,2.7240309715271,2.73040008544922,2.73678398132324,2.74318289756775,2.74959659576416,2.75602555274963,2.76246953010559,2.76892852783203,2.8261821269989,2.79839634895325,2.82538056373596
EGY,Egypt,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.07840383052826,1.08039975166321,1.08239936828613,1.08440256118774,1.08640956878662,1.08842027187347,1.09310781955719,1.09781539440155,1.10254335403442,1.10729169845581,1.11206042766571,1.11806833744049,1.12410867214203,1.1301816701889,1.13628733158112,1.14242613315582,1.14859807491303,1.15480327606201,1.16104209423065,1.16731464862823,1.17362093925476,1.18383133411407,1.19413065910339,1.20451951026917,1.21499872207642,1.22556912899017,1.23623144626617,1.24698650836945,1.2578352689743,1.2687783241272,1.27981662750244,1.31555163860321,1.35228443145752,1.39004290103912,1.42885565757751,1.46875214576721,1.50976264476776,1.55191826820374,1.59525084495544,1.63979339599609,1.68557965755463,1.71692287921906,1.74287676811218,1.76922285556793,1.79596722126007,1.82311594486237,1.85067498683929,1.8786506652832,1.90704917907715,1.93587708473206,1.96514070034027,2.00113081932068,2.03778004646301,2.07510042190552,2.11310434341431,2.15180444717407,2.19121313095093,2.2313437461853,2.27220916748047,2.31382298469543,2.35619902610779,2.39559030532837,2.43564009666443,2.47635960578918,2.51775979995728,2.5598521232605,2.58862996101379,2.61768794059753,2.64707231521606,2.67678642272949,2.70683407783508,2.75470471382141,2.80485892295837,2.85743236541748
ESP,Spain,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.8716995716095,1.87107384204865,1.87044835090637,1.86982309818268,1.86919808387756,1.86857318878174,1.88297069072723,1.8974791765213,1.91209936141968,1.92683231830597,1.94167864322662,1.95259690284729,1.96357643604279,1.97461771965027,1.9857212305069,1.99688708782196,2.00811553001404,2.01940751075745,2.03076267242432,2.04218173027039,2.05366516113281,2.0684175491333,2.08327579498291,2.09824109077454,2.11331367492676,2.12849450111389,2.14378452301025,2.159184217453,2.17469453811646,2.19031643867493,2.20605039596558,2.22753047943115,2.24921941757202,2.27111959457397,2.29323315620422,2.31556224822998,2.33810830116272,2.36087393760681,2.38386154174805,2.40707278251648,2.4305100440979,2.45371913909912,2.47714948654175,2.50080394744873,2.52468395233154,2.54879212379456,2.56882691383362,2.58531641960144,2.6019115447998,2.61861324310303,2.63542246818543,2.65172410011292,2.66812658309937,2.68463063240051,2.70123672485352,2.71794581413269,2.73475813865662,2.75167417526245,2.76869511604309,2.78582119941711,2.80305314064026,2.82275176048279,2.84258842468262,2.8625648021698,2.88268136978149,2.90293955802918,2.92333984375,2.94388365745544,2.96457171440125,2.9854052066803,3.00638508796692,3.02822971343994,3.05045986175537,3.07308387756348
EST,Estonia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79840993881226,2.84356141090393,2.88944149017334,2.9360613822937,2.98343396186829,3.03157067298889,3.08389043807983,3.13711285591126,3.19125413894653,3.24632954597473,3.30235552787781,3.31723690032959,3.33218550682068,3.34720134735107,3.36228489875793,3.37743639945984,3.39626121520996,3.41519117355347,3.43422651290894,3.4533679485321,3.47261595726013,3.48813080787659,3.49925565719605,3.51936936378479,3.49702787399292,3.50818061828613,3.5126519203186,3.52385497093201,3.54636764526367,3.53396797180176,3.52161145210266,3.54196763038635,3.56257843971252,3.5834481716156
ETH,Ethiopia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",,,,,,,,,,,1.01587605476379,1.01590895652771,1.01594185829163,1.01597476005554,1.01600778102875,1.01604068279266,1.01607358455658,1.0161064863205,1.0161395072937,1.01617240905762,1.01620531082153,1.01755857467651,1.01891350746155,1.02027034759521,1.02162897586823,1.02298939228058,1.02435171604157,1.02571570873261,1.02708160877228,1.02844929695129,1.02981877326965,1.03417003154755,1.03853952884674,1.04292762279511,1.04733419418335,1.05175936222076,1.05620336532593,1.06066596508026,1.06514751911163,1.06964802742004,1.07416749000549,1.0851845741272,1.0963146686554,1.10755896568298,1.11891853809357,1.13039457798004,1.14198839664459,1.15370106697083,1.16553390026093,1.17748808860779,1.1895649433136,1.1984555721283,1.20741271972656,1.21643686294556,1.22552835941315,1.23468780517578,1.24391579627991,1.25321269035339,1.26257908344269,1.27201545238495,1.28152239322662,1.29974734783173,1.3182315826416,1.33697867393494,1.35599231719971,1.37527632713318,1.39483463764191,1.41467106342316,1.43478965759277,1.45519435405731,1.47588920593262,1.49691438674927,1.51901984214783,1.54227304458618
FIN,Finland,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.11924743652344,2.12714982032776,2.13508152961731,2.14304304122925,2.151034116745,2.15905475616455,2.16675877571106,2.17449021339417,2.18224930763245,2.1900360584259,2.19785070419312,2.21825909614563,2.23885703086853,2.25964641571045,2.28062868118286,2.3018057346344,2.32317972183228,2.34475183486938,2.36652445793152,2.38849902153015,2.41067790985107,2.4463427066803,2.48253488540649,2.51926279067993,2.55653405189514,2.58307456970215,2.60874199867249,2.63466429710388,2.66084432601929,2.68728446960449,2.71398711204529,2.73764204978943,2.76150298118591,2.78557229042053,2.8098509311676,2.83434128761292,2.8590452671051,2.88396453857422,2.9091010093689,2.93445634841919,2.96003293991089,2.97676420211792,2.99359035491943,3.01051139831543,3.02752804756165,3.04464077949524,3.06185054779053,3.07915759086609,3.09656238555908,3.11406540870667,3.13166737556458,3.15149402618408,3.17144656181335,3.19152498245239,3.21173048019409,3.23206400871277,3.25252652168274,3.27311825752258,3.2938404083252,3.31469392776489,3.33567929267883,3.35402321815491,3.37246775627136,3.39101386070251,3.40966200828552,3.42841267585754,3.44726634025574,3.46622395515442,3.48528575897217,3.50445199012756,3.52372407913208,3.54863691329956,3.57393145561218,3.59961485862732
