cik,name,country,fy,form,total_words,ai_core,ai_applied,ai_total,ai_bare_diag,risk_section_found,ai_in_risk,ai_nonrisk,exposure_nonrisk_per10k,exposure_total_per10k
1066119,TELEFONICA BRASIL S.A.,Brazil,2022,20-F,187253,4,1,5,0,0,0,5,0.267,0.267
1066119,TELEFONICA BRASIL S.A.,Brazil,2023,20-F,186918,9,1,10,2,0,0,10,0.535,0.535
1066119,TELEFONICA BRASIL S.A.,Brazil,2024,20-F,185159,10,1,11,3,0,0,11,0.5941,0.5941
1066119,TELEFONICA BRASIL S.A.,Brazil,2025,20-F,189560,12,2,14,3,0,0,14,0.7386,0.7386
1071371,BANCOLOMBIA SA,Colombia,2017,20-F,169666,0,0,0,0,1,0,0,0.0,0.0
1071371,BANCOLOMBIA SA,Colombia,2018,20-F,191016,0,0,0,0,1,0,0,0.0,0.0
1071371,BANCOLOMBIA SA,Colombia,2019,20-F,196517,0,0,0,0,1,0,0,0.0,0.0
1071371,BANCOLOMBIA SA,Colombia,2020,20-F,225964,0,1,1,0,1,0,1,0.0443,0.0443
1071371,BANCOLOMBIA SA,Colombia,2021,20-F,268277,0,0,0,0,1,0,0,0.0,0.0
1071371,BANCOLOMBIA SA,Colombia,2022,20-F,266202,1,0,1,1,1,1,0,0.0,0.0376
1071371,BANCOLOMBIA SA,Colombia,2023,20-F,271749,4,0,4,3,1,1,3,0.1104,0.1472
1071371,BANCOLOMBIA SA,Colombia,2024,20-F,239628,10,1,11,13,1,1,10,0.4173,0.459
1071438,BRASKEM SA,Brazil,2019,20-F,188540,0,0,0,0,1,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2020,20-F,201945,0,0,0,0,1,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2021,20-F,216388,0,0,0,0,0,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2022,20-F,210929,0,0,0,0,1,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2023,20-F,200805,0,0,0,0,1,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2024,20-F,195219,0,0,0,0,1,0,0,0.0,0.0
1071438,BRASKEM SA,Brazil,2025,20-F,207546,0,0,0,2,1,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2017,20-F,126827,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2018,20-F,122117,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2019,20-F,119743,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2020,20-F,120759,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2021,20-F,128186,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2022,20-F,130960,1,0,1,0,0,0,1,0.0764,0.0764
1073404,GERDAU S.A.,Brazil,2023,20-F,135134,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2024,20-F,139495,0,0,0,0,0,0,0,0.0,0.0
1073404,GERDAU S.A.,Brazil,2025,20-F,141433,0,0,0,2,0,0,0,0.0,0.0
1076378,CEMEX SAB DE CV,Mexico,2017,20-F,228560,0,0,0,0,1,0,0,0.0,0.0
1076378,CEMEX SAB DE CV,Mexico,2018,20-F,233947,0,0,0,0,1,0,0,0.0,0.0
1076378,CEMEX SAB DE CV,Mexico,2019,20-F,243515,0,0,0,0,1,0,0,0.0,0.0
1076378,CEMEX SAB DE CV,Mexico,2020,20-F,243209,1,0,1,0,1,1,0,0.0,0.0411
1076378,CEMEX SAB DE CV,Mexico,2021,20-F,250747,2,1,3,0,0,0,3,0.1196,0.1196
1076378,CEMEX SAB DE CV,Mexico,2022,20-F,250568,5,1,6,0,0,0,6,0.2395,0.2395
1076378,CEMEX SAB DE CV,Mexico,2023,20-F,259824,17,2,19,27,0,0,19,0.7313,0.7313
1076378,CEMEX SAB DE CV,Mexico,2024,20-F,265233,16,8,24,43,0,0,24,0.9049,0.9049
1076378,CEMEX SAB DE CV,Mexico,2025,20-F,227646,18,11,29,53,0,0,29,1.2739,1.2739
1094972,ULTRAPAR HOLDINGS INC,Brazil,2017,20-F,166435,0,0,0,0,0,0,0,0.0,0.0
1094972,ULTRAPAR HOLDINGS INC,Brazil,2018,20-F,176611,0,0,0,0,0,0,0,0.0,0.0
1094972,ULTRAPAR HOLDINGS INC,Brazil,2019,20-F,180848,0,0,0,0,1,0,0,0.0,0.0
1094972,ULTRAPAR HOLDINGS INC,Brazil,2020,20-F,183069,1,0,1,0,0,0,1,0.0546,0.0546
1094972,ULTRAPAR HOLDINGS INC,Brazil,2021,20-F,187768,1,0,1,0,0,0,1,0.0533,0.0533
1094972,ULTRAPAR HOLDINGS INC,Brazil,2022,20-F,167750,2,0,2,0,0,0,2,0.1192,0.1192
1094972,ULTRAPAR HOLDINGS INC,Brazil,2023,20-F,168965,2,0,2,0,0,0,2,0.1184,0.1184
1094972,ULTRAPAR HOLDINGS INC,Brazil,2024,20-F,153993,3,0,3,3,0,0,3,0.1948,0.1948
1094972,ULTRAPAR HOLDINGS INC,Brazil,2025,20-F,161690,3,1,4,4,0,0,4,0.2474,0.2474
1099590,MERCADOLIBRE INC,Argentina,2017,10-K,89295,0,0,0,0,1,0,0,0.0,0.0
1099590,MERCADOLIBRE INC,Argentina,2018,10-K,82356,3,0,3,0,1,0,3,0.3643,0.3643
1099590,MERCADOLIBRE INC,Argentina,2019,10-K,76064,4,0,4,0,1,0,4,0.5259,0.5259
1099590,MERCADOLIBRE INC,Argentina,2020,10-K,82950,6,0,6,0,1,0,6,0.7233,0.7233
1099590,MERCADOLIBRE INC,Argentina,2021,10-K,87037,10,0,10,1,1,0,10,1.1489,1.1489
1099590,MERCADOLIBRE INC,Argentina,2022,10-K,98253,7,0,7,0,1,0,7,0.7124,0.7124
1099590,MERCADOLIBRE INC,Argentina,2023,10-K,99246,8,4,12,6,1,0,12,1.2091,1.2091
1099590,MERCADOLIBRE INC,Argentina,2024,10-K,105126,7,13,20,40,1,0,20,1.9025,1.9025
1099590,MERCADOLIBRE INC,Argentina,2025,10-K,100576,6,17,23,76,1,0,23,2.2868,2.2868
1110649,Fibria Celulose S.A.,Brazil,2017,20-F,128608,0,0,0,0,0,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2017,20-F,188113,0,0,0,0,1,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2018,20-F,169178,0,0,0,2,1,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2019,20-F,180440,0,0,0,1,0,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2020,20-F,185491,0,0,0,1,0,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2021,20-F,205430,0,0,0,1,0,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2022,20-F,215453,0,0,0,1,0,0,0,0.0,0.0
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2023,20-F,227972,1,1,2,1,0,0,2,0.0877,0.0877
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2024,20-F,259735,0,2,2,1,0,0,2,0.077,0.077
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2025,20-F,266775,11,4,15,5,0,0,15,0.5623,0.5623
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2022,20-F,222563,7,1,8,1,1,8,0,0.0,0.3594
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2023,20-F,214253,3,0,3,0,1,3,0,0.0,0.14
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2024,20-F,211918,2,0,2,6,1,0,2,0.0944,0.0944
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2025,20-F,202373,4,0,4,8,1,4,0,0.0,0.1977
1122491,BRF S.A.,Brazil,2017,20-F,155592,0,0,0,0,0,0,0,0.0,0.0
1122491,BRF S.A.,Brazil,2018,20-F,151532,0,0,0,0,0,0,0,0.0,0.0
1122491,BRF S.A.,Brazil,2019,20-F,151484,0,0,0,0,0,0,0,0.0,0.0
1122491,BRF S.A.,Brazil,2020,20-F,159536,0,0,0,0,0,0,0,0.0,0.0
1122491,BRF S.A.,Brazil,2021,20-F,193739,1,0,1,0,0,0,1,0.0516,0.0516
1122491,BRF S.A.,Brazil,2022,20-F,185498,0,0,0,0,0,0,0,0.0,0.0
1122491,BRF S.A.,Brazil,2023,20-F,175909,0,1,1,2,0,0,1,0.0568,0.0568
1122491,BRF S.A.,Brazil,2024,20-F,176899,0,2,2,0,0,0,2,0.1131,0.1131
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2017,20-F,144059,0,0,0,0,1,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2018,20-F,145608,0,0,0,0,1,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2019,20-F,147281,0,0,0,0,1,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2020,20-F,154824,0,0,0,0,1,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2021,20-F,163801,0,0,0,0,0,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2022,20-F,165950,0,0,0,0,0,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2023,20-F,169264,0,0,0,0,0,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2024,20-F,170030,0,0,0,0,0,0,0,0.0,0.0
1123452,SOUTHEAST AIRPORT GROUP,Mexico,2025,20-F,188238,0,0,0,0,0,0,0,0.0,0.0
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,2017,20-F,217868,0,0,0,0,0,0,0,0.0,0.0
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,2018,20-F,207947,0,0,0,0,0,0,0,0.0,0.0
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,2019,20-F,205687,0,0,0,0,0,0,0,0.0,0.0
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,2020,20-F,203975,0,0,0,0,0,0,0,0.0,0.0
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,2021,20-F,170338,1,2,3,0,0,0,3,0.1761,0.1761
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2017,20-F,104722,0,0,0,0,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2018,20-F,99694,0,0,0,2,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2019,20-F,95028,0,0,0,3,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2020,20-F,86493,0,0,0,1,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2021,20-F,102395,0,0,0,0,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2022,20-F,108925,0,0,0,0,1,0,0,0.0,0.0
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2023,20-F,114445,1,0,1,0,1,0,1,0.0874,0.0874
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2024,20-F,123247,2,2,4,10,1,4,0,0.0,0.3246
1129137,AMERICA MOVIL SAB DE CV/,Mexico,2025,20-F,121299,2,2,4,11,1,3,1,0.0824,0.3298
1132597,Itau Unibanco Holding S.A.,Brazil,2019,20-F,204851,0,0,0,0,1,0,0,0.0,0.0
1132597,Itau Unibanco Holding S.A.,Brazil,2020,20-F,208678,0,0,0,0,1,0,0,0.0,0.0
1132597,Itau Unibanco Holding S.A.,Brazil,2021,20-F,245742,0,2,2,0,1,0,2,0.0814,0.0814
1132597,Itau Unibanco Holding S.A.,Brazil,2022,20-F,235870,8,3,11,0,1,0,11,0.4664,0.4664
1132597,Itau Unibanco Holding S.A.,Brazil,2023,20-F,230611,6,0,6,6,1,0,6,0.2602,0.2602
1132597,Itau Unibanco Holding S.A.,Brazil,2024,20-F,230033,8,1,9,17,1,0,9,0.3912,0.3912
1132597,Itau Unibanco Holding S.A.,Brazil,2025,20-F,220262,9,2,11,24,1,5,6,0.2724,0.4994
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2017,20-F,201770,0,0,0,0,0,0,0,0.0,0.0
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2018,20-F,210128,0,0,0,0,0,0,0,0.0,0.0
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2019,20-F,201542,0,0,0,0,1,0,0,0.0,0.0
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2020,20-F,209120,0,0,0,0,1,0,0,0.0,0.0
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2021,20-F,225509,1,0,1,0,1,0,1,0.0443,0.0443
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2022,20-F,202678,2,2,4,0,0,0,4,0.1974,0.1974
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2023,20-F,196556,1,1,2,0,0,0,2,0.1018,0.1018
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2024,20-F,204858,1,2,3,1,0,0,3,0.1464,0.1464
1157557,ENERGY CO OF MINAS GERAIS,Brazil,2025,20-F,198170,8,4,12,7,0,0,12,0.6055,0.6055
1160330,BANK BRADESCO,Brazil,2017,20-F,198228,5,0,5,0,1,0,5,0.2522,0.2522
1160330,BANK BRADESCO,Brazil,2018,20-F,205757,4,0,4,0,1,0,4,0.1944,0.1944
1160330,BANK BRADESCO,Brazil,2019,20-F,209033,4,0,4,0,1,0,4,0.1914,0.1914
1160330,BANK BRADESCO,Brazil,2020,20-F,223632,4,0,4,0,1,0,4,0.1789,0.1789
1160330,BANK BRADESCO,Brazil,2021,20-F,228745,5,0,5,0,1,0,5,0.2186,0.2186
1160330,BANK BRADESCO,Brazil,2022,20-F,220836,14,0,14,0,1,0,14,0.634,0.634
1160330,BANK BRADESCO,Brazil,2023,20-F,220448,20,0,20,0,1,2,18,0.8165,0.9072
1160330,BANK BRADESCO,Brazil,2024,20-F,221393,19,0,19,3,1,2,17,0.7679,0.8582
1160330,BANK BRADESCO,Brazil,2025,20-F,200109,22,2,24,10,1,24,0,0.0,1.1993
1160846,OI S.A. - In Judicial Reorganization,Brazil,2017,20-F,233879,0,0,0,0,0,0,0,0.0,0.0
1160846,OI S.A. - In Judicial Reorganization,Brazil,2018,20-F,184565,0,0,0,0,1,0,0,0.0,0.0
1160846,OI S.A. - In Judicial Reorganization,Brazil,2019,20-F,180921,0,0,0,0,1,0,0,0.0,0.0
1160846,OI S.A. - In Judicial Reorganization,Brazil,2020,20-F,186624,0,2,2,0,1,0,2,0.1072,0.1072
1161125,BANK OF CHILE,Chile,2017,20-F,201601,0,0,0,0,1,0,0,0.0,0.0
1161125,BANK OF CHILE,Chile,2018,20-F,218453,0,0,0,0,1,0,0,0.0,0.0
1161125,BANK OF CHILE,Chile,2019,20-F,226989,0,0,0,0,0,0,0,0.0,0.0
1161125,BANK OF CHILE,Chile,2020,20-F,236800,0,0,0,0,0,0,0,0.0,0.0
1161125,BANK OF CHILE,Chile,2021,20-F,294651,0,2,2,0,1,0,2,0.0679,0.0679
1161125,BANK OF CHILE,Chile,2022,20-F,339066,0,2,2,0,1,0,2,0.059,0.059
1161125,BANK OF CHILE,Chile,2023,20-F,318753,6,2,8,0,0,0,8,0.251,0.251
1161125,BANK OF CHILE,Chile,2024,20-F,316327,8,3,11,6,1,0,11,0.3477,0.3477
1161125,BANK OF CHILE,Chile,2025,20-F,305577,10,16,26,42,1,0,26,0.8508,0.8508
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2017,20-F,162291,3,0,3,0,1,0,3,0.1849,0.1849
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2018,20-F,162130,3,0,3,0,1,0,3,0.185,0.185
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2019,20-F,157315,3,0,3,0,1,0,3,0.1907,0.1907
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2020,20-F,164979,2,0,2,0,1,0,2,0.1212,0.1212
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2021,20-F,171894,3,0,3,0,1,0,3,0.1745,0.1745
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2022,20-F,167312,3,0,3,0,1,0,3,0.1793,0.1793
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2023,20-F,201366,3,0,3,0,1,0,3,0.149,0.149
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2024,20-F,151069,1,0,1,0,1,0,1,0.0662,0.0662
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,2025,20-F,153894,2,1,3,0,1,0,3,0.1949,0.1949
1190723,TENARIS SA,Argentina,2017,20-F,100446,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2018,20-F,101298,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2019,20-F,111965,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2020,20-F,115790,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2021,20-F,126538,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2022,20-F,128318,0,0,0,0,0,0,0,0.0,0.0
1190723,TENARIS SA,Argentina,2023,20-F,137741,3,0,3,3,1,0,3,0.2178,0.2178
1190723,TENARIS SA,Argentina,2024,20-F,168993,8,3,11,10,1,0,11,0.6509,0.6509
1190723,TENARIS SA,Argentina,2025,20-F,164905,10,7,17,12,1,0,17,1.0309,1.0309
1273441,GRAN TIERRA ENERGY INC.,Colombia,2020,10-K,54429,0,0,0,0,1,0,0,0.0,0.0
1273441,GRAN TIERRA ENERGY INC.,Colombia,2021,10-K,55087,0,0,0,0,1,0,0,0.0,0.0
1273441,GRAN TIERRA ENERGY INC.,Colombia,2022,10-K,53562,0,0,0,0,1,0,0,0.0,0.0
1273441,GRAN TIERRA ENERGY INC.,Colombia,2023,10-K,54616,0,0,0,0,1,0,0,0.0,0.0
1273441,GRAN TIERRA ENERGY INC.,Colombia,2024,10-K,67774,0,0,0,0,1,0,0,0.0,0.0
1273441,GRAN TIERRA ENERGY INC.,Colombia,2025,10-K,73586,0,0,0,0,1,0,0,0.0,0.0
1276671,BANCO ITAU CHILE,Chile,2017,20-F,226717,0,0,0,2,1,0,0,0.0,0.0
1276671,BANCO ITAU CHILE,Chile,2018,20-F,242999,1,0,1,1,1,0,1,0.0412,0.0412
1276671,BANCO ITAU CHILE,Chile,2019,20-F,281359,1,0,1,1,1,0,1,0.0355,0.0355
1276671,BANCO ITAU CHILE,Chile,2020,20-F,286882,1,2,3,1,1,0,3,0.1046,0.1046
1276671,BANCO ITAU CHILE,Chile,2021,20-F,325453,1,0,1,1,1,0,1,0.0307,0.0307
1276671,BANCO ITAU CHILE,Chile,2022,20-F,316205,1,0,1,0,1,0,1,0.0316,0.0316
1291733,Gol Intelligent Airlines Inc.,Brazil,2017,20-F,110741,0,1,1,0,1,0,1,0.0903,0.0903
1291733,Gol Intelligent Airlines Inc.,Brazil,2018,20-F,114442,0,1,1,0,1,0,1,0.0874,0.0874
1291733,Gol Intelligent Airlines Inc.,Brazil,2019,20-F,114490,0,1,1,0,1,0,1,0.0873,0.0873
1291733,Gol Intelligent Airlines Inc.,Brazil,2020,20-F,116316,0,0,0,0,0,0,0,0.0,0.0
1291733,Gol Intelligent Airlines Inc.,Brazil,2021,20-F,108065,0,0,0,0,0,0,0,0.0,0.0
1291733,Gol Intelligent Airlines Inc.,Brazil,2022,20-F,111818,0,0,0,0,0,0,0,0.0,0.0
1291733,Gol Intelligent Airlines Inc.,Brazil,2023,20-F,111708,0,0,0,0,0,0,0,0.0,0.0
1300482,CPFL Energy INC,Brazil,2017,20-F,164395,0,0,0,0,1,0,0,0.0,0.0
1300482,CPFL Energy INC,Brazil,2018,20-F,160618,0,0,0,0,1,0,0,0.0,0.0
1300482,CPFL Energy INC,Brazil,2019,20-F,168831,0,1,1,0,1,0,1,0.0592,0.0592
1342874,Ternium S.A.,Mexico,2017,20-F,126209,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2018,20-F,128134,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2019,20-F,128516,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2020,20-F,141401,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2021,20-F,139008,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2022,20-F,139952,0,0,0,0,0,0,0,0.0,0.0
1342874,Ternium S.A.,Mexico,2023,20-F,157202,3,0,3,2,0,0,3,0.1908,0.1908
1342874,Ternium S.A.,Mexico,2024,20-F,158987,2,0,2,2,0,0,2,0.1258,0.1258
1342874,Ternium S.A.,Mexico,2025,20-F,156324,4,0,4,0,0,0,4,0.2559,0.2559
1345105,"Copa Holdings, S.A.",Panama,2017,20-F,93127,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2018,20-F,93665,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2019,20-F,91647,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2020,20-F,89667,0,0,0,0,1,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2021,20-F,94853,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2022,20-F,93688,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2023,20-F,93283,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2024,20-F,93031,0,0,0,0,0,0,0,0.0,0.0
1345105,"Copa Holdings, S.A.",Panama,2025,20-F,92142,2,0,2,0,0,0,2,0.2171,0.2171
1347557,Pacific Airport Group,Mexico,2017,20-F,173408,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2018,20-F,174061,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2019,20-F,173907,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2020,20-F,177681,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2021,20-F,186233,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2022,20-F,186861,0,0,0,0,1,0,0,0.0,0.0
1347557,Pacific Airport Group,Mexico,2023,20-F,183186,1,0,1,1,1,0,1,0.0546,0.0546
1347557,Pacific Airport Group,Mexico,2024,20-F,183147,9,0,9,2,1,0,9,0.4914,0.4914
1347557,Pacific Airport Group,Mexico,2025,20-F,189649,9,0,9,2,1,0,9,0.4746,0.4746
1355444,EMBRAER S.A.,Brazil,2017,20-F,129724,0,0,0,0,1,0,0,0.0,0.0
1355444,EMBRAER S.A.,Brazil,2018,20-F,141719,1,0,1,1,1,0,1,0.0706,0.0706
1355444,EMBRAER S.A.,Brazil,2019,20-F,158459,1,0,1,1,1,0,1,0.0631,0.0631
1355444,EMBRAER S.A.,Brazil,2020,20-F,152216,5,0,5,0,1,0,5,0.3285,0.3285
1355444,EMBRAER S.A.,Brazil,2021,20-F,161176,7,0,7,0,1,0,7,0.4343,0.4343
1355444,EMBRAER S.A.,Brazil,2022,20-F,157842,6,0,6,0,1,0,6,0.3801,0.3801
1355444,EMBRAER S.A.,Brazil,2023,20-F,146900,7,0,7,1,1,1,6,0.4084,0.4765
1355444,EMBRAER S.A.,Brazil,2024,20-F,149739,8,1,9,15,1,4,5,0.3339,0.601
1355444,EMBRAER S.A.,Brazil,2025,20-F,154509,11,9,20,34,0,0,20,1.2944,1.2944
1378239,Central North Airport Group,Mexico,2017,20-F,146100,0,0,0,0,1,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2018,20-F,141249,0,0,0,0,1,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2019,20-F,140260,0,0,0,0,1,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2020,20-F,153475,0,0,0,0,0,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2021,20-F,164630,0,0,0,0,0,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2022,20-F,166654,0,0,0,0,0,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2023,20-F,170016,0,0,0,0,0,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2024,20-F,170044,0,0,0,0,0,0,0,0.0,0.0
1378239,Central North Airport Group,Mexico,2025,20-F,174049,0,0,0,0,0,0,0,0.0,0.0
1389207,Gafisa S.A.,Brazil,2017,20-F,142063,0,0,0,0,0,0,0,0.0,0.0
1389207,Gafisa S.A.,Brazil,2018,20-F,149211,0,0,0,0,0,0,0,0.0,0.0
1389207,Gafisa S.A.,Brazil,2019,20-F,134866,0,0,0,0,0,0,0,0.0,0.0
1389207,Gafisa S.A.,Brazil,2020,20-F,138359,0,0,0,0,1,0,0,0.0,0.0
1389207,Gafisa S.A.,Brazil,2021,20-F,138170,0,0,0,0,1,0,0,0.0,0.0
1395213,EDENOR,Argentina,2017,20-F,155978,0,0,0,0,1,0,0,0.0,0.0
1395213,EDENOR,Argentina,2018,20-F,148954,2,1,3,0,1,0,3,0.2014,0.2014
1395213,EDENOR,Argentina,2019,20-F,158024,2,0,2,0,1,0,2,0.1266,0.1266
1395213,EDENOR,Argentina,2020,20-F,149208,2,0,2,0,1,0,2,0.134,0.134
1395213,EDENOR,Argentina,2021,20-F,162577,1,1,2,0,1,0,2,0.123,0.123
1395213,EDENOR,Argentina,2022,20-F,158561,1,1,2,0,1,0,2,0.1261,0.1261
1395213,EDENOR,Argentina,2023,20-F,153979,6,1,7,0,1,0,7,0.4546,0.4546
1395213,EDENOR,Argentina,2024,20-F,156690,10,0,10,4,1,0,10,0.6382,0.6382
1395213,EDENOR,Argentina,2025,20-F,157341,6,0,6,0,1,0,6,0.3813,0.3813
1402902,Cosan Ltd.,Brazil,2017,20-F,161026,0,0,0,0,1,0,0,0.0,0.0
1402902,Cosan Ltd.,Brazil,2018,20-F,164909,0,0,0,0,1,0,0,0.0,0.0
1402902,Cosan Ltd.,Brazil,2019,20-F,185878,0,0,0,0,0,0,0,0.0,0.0
1430162,Cosan S.A.,Brazil,2020,20-F,205087,1,0,1,1,0,0,1,0.0488,0.0488
1430162,Cosan S.A.,Brazil,2021,20-F,245574,1,0,1,1,0,0,1,0.0407,0.0407
1430162,Cosan S.A.,Brazil,2022,20-F,264810,1,0,1,1,0,0,1,0.0378,0.0378
1430162,Cosan S.A.,Brazil,2023,20-F,265356,2,0,2,1,0,0,2,0.0754,0.0754
1430162,Cosan S.A.,Brazil,2024,20-F,254591,9,2,11,12,0,0,11,0.4321,0.4321
1430162,Cosan S.A.,Brazil,2025,20-F,228388,8,1,9,8,0,0,9,0.3941,0.3941
1432364,AZUL SA,Brazil,2017,20-F,157528,1,0,1,0,1,0,1,0.0635,0.0635
1432364,AZUL SA,Brazil,2018,20-F,158180,1,0,1,0,1,0,1,0.0632,0.0632
