cik,name,country,fy,revenue,revenue_concept,cogs,cogs_concept,ppe_net,ppe_net_concept,assets,assets_concept,intangibles,intangibles_concept,goodwill,goodwill_concept,rnd,rnd_concept,liabilities,liabilities_concept,units
1066116,TIM PARTICIPACOES SA,Brazil,2019,17377194000,ifrs-full:Revenue,7433731000,ifrs-full:CostOfSales,17612164000,ifrs-full:PropertyPlantAndEquipment,40348924000,ifrs-full:Assets,,,157556000,ifrs-full:Goodwill,,,17917106000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2016,,,20823014000,ifrs-full:CostOfSales,31924918000,ifrs-full:PropertyPlantAndEquipment,,,,,,,,,,,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2017,,,20272530000,ifrs-full:CostOfSales,33222316000,ifrs-full:PropertyPlantAndEquipment,101382835000,ifrs-full:Assets,,,,,,,31921477000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2018,,,21025767000,ifrs-full:CostOfSales,34115327000,ifrs-full:PropertyPlantAndEquipment,102561318000,ifrs-full:Assets,,,23062421000,ifrs-full:Goodwill,,,30954291000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2019,,,22158947000,ifrs-full:CostOfSales,42847264000,ifrs-full:PropertyPlantAndEquipment,108289722000,ifrs-full:Assets,,,23059172000,ifrs-full:Goodwill,,,37834144000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2020,,,22693083000,ifrs-full:CostOfSales,44352593000,ifrs-full:PropertyPlantAndEquipment,108738378000,ifrs-full:Assets,,,23026429000,ifrs-full:Goodwill,,,39181614000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2021,,,24781369000,ifrs-full:CostOfSales,44408491000,ifrs-full:PropertyPlantAndEquipment,115663533000,ifrs-full:Assets,,,,,,,45657337000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2022,,,27431680000,ifrs-full:CostOfSales,45898185000,ifrs-full:PropertyPlantAndEquipment,119121483000,ifrs-full:Assets,,,,,,,50665636000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2023,,,29415400000,ifrs-full:CostOfSales,46318147000,ifrs-full:PropertyPlantAndEquipment,120737980000,ifrs-full:Assets,,,,,,,51110660000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2024,,,31352158000,ifrs-full:CostOfSales,46812381000,ifrs-full:PropertyPlantAndEquipment,124940673000,ifrs-full:Assets,,,,,,,55141178000,ifrs-full:Liabilities,BRL
1066119,TELEFONICA BRASIL S.A.,Brazil,2025,,,32925368000,ifrs-full:CostOfSales,47357040000,ifrs-full:PropertyPlantAndEquipment,128071708000,ifrs-full:Assets,,,,,,,59068982000,ifrs-full:Liabilities,BRL
1071371,BANCOLOMBIA SA,Colombia,2016,,,,,3115697000000,ifrs-full:PropertyPlantAndEquipment,196261044000000,ifrs-full:Assets,563942000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,6130095000000,ifrs-full:Goodwill,16715000000,ifrs-full:ResearchAndDevelopmentExpense,173784064000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2017,90590000000,ifrs-full:RevenueFromContractsWithCustomers,,,3127405000000,ifrs-full:PropertyPlantAndEquipment,203908211000000,ifrs-full:Assets,535465000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,6095959000000,ifrs-full:Goodwill,105145000000,ifrs-full:ResearchAndDevelopmentExpense,179478661000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2018,3994259000000,ifrs-full:RevenueFromContractsWithCustomers,,,3368647000000,ifrs-full:PropertyPlantAndEquipment,220076482000000,ifrs-full:Assets,563452000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,6638403000000,ifrs-full:Goodwill,78222000000,ifrs-full:ResearchAndDevelopmentExpense,193421257000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2019,4578972000000,ifrs-full:RevenueFromContractsWithCustomers,,,3827865000000,ifrs-full:PropertyPlantAndEquipment,236088113000000,ifrs-full:Assets,538958000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,6694354000000,ifrs-full:Goodwill,85532000000,ifrs-full:ResearchAndDevelopmentExpense,207282494000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2020,4598413000000,ifrs-full:RevenueFromContractsWithCustomers,,,4302304000000,ifrs-full:PropertyPlantAndEquipment,255568505000000,ifrs-full:Assets,495606000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7011715000000,ifrs-full:Goodwill,,,227453292000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2021,,,,,5100652000000,ifrs-full:PropertyPlantAndEquipment,289855048000000,ifrs-full:Assets,485626000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,8143146000000,ifrs-full:Goodwill,,,255929590000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2022,,,,,6727066000000,ifrs-full:PropertyPlantAndEquipment,352814733000000,ifrs-full:Assets,602531000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9836661000000,ifrs-full:Goodwill,,,312817182000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2023,,,,,6522534000000,ifrs-full:PropertyPlantAndEquipment,342928809000000,ifrs-full:Assets,671572000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7818125000000,ifrs-full:Goodwill,,,303879080000000,ifrs-full:Liabilities,COP
1071371,BANCOLOMBIA SA,Colombia,2024,,,,,5906064000000,ifrs-full:PropertyPlantAndEquipment,372215382000000,ifrs-full:Assets,750484000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9017419000000,ifrs-full:Goodwill,,,327631107000000,ifrs-full:Liabilities,COP
1071438,BRASKEM SA,Brazil,2016,47663988000,ifrs-full:Revenue,34985569000,ifrs-full:CostOfSales,29761610000,ifrs-full:PropertyPlantAndEquipment,51821851000,ifrs-full:Assets,2809087000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,162010000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2017,49260594000,ifrs-full:Revenue,36177408000,ifrs-full:CostOfSales,29761610000,ifrs-full:PropertyPlantAndEquipment,52731844000,ifrs-full:Assets,2727497000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,167456000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2018,57999866000,ifrs-full:Revenue,46576657000,ifrs-full:CostOfSales,31759890000,ifrs-full:PropertyPlantAndEquipment,58807533000,ifrs-full:Assets,2740982000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,219256000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2019,52323525000,ifrs-full:Revenue,45879118000,ifrs-full:CostOfSales,32315181000,ifrs-full:PropertyPlantAndEquipment,68129037000,ifrs-full:Assets,2762088000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,247730000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2020,58543494000,ifrs-full:Revenue,47331414000,ifrs-full:CostOfSales,35929149000,ifrs-full:PropertyPlantAndEquipment,86083919000,ifrs-full:Assets,2828691000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,250648000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2021,105625000000,ifrs-full:Revenue,73568000000,ifrs-full:CostOfSales,37223000000,ifrs-full:PropertyPlantAndEquipment,92564368000,ifrs-full:Assets,2877299000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,297000000,ifrs-full:ResearchAndDevelopmentExpense,4192302000,ifrs-full:Liabilities,BRL
1071438,BRASKEM SA,Brazil,2022,96519000000,ifrs-full:Revenue,85161000000,ifrs-full:CostOfSales,37763000000,ifrs-full:PropertyPlantAndEquipment,88049000000,ifrs-full:Assets,,,,,374000000,ifrs-full:ResearchAndDevelopmentExpense,3012580000,ifrs-full:Liabilities,BRL
1071438,BRASKEM SA,Brazil,2023,70569000000,ifrs-full:Revenue,67548000000,ifrs-full:CostOfSales,38405000000,ifrs-full:PropertyPlantAndEquipment,91741000000,ifrs-full:Assets,,,,,383000000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1071438,BRASKEM SA,Brazil,2024,77411000000,ifrs-full:Revenue,71414000000,ifrs-full:CostOfSales,40417000000,ifrs-full:PropertyPlantAndEquipment,101575000000,ifrs-full:Assets,,,,,463000000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1073404,GERDAU S.A.,Brazil,2016,37651667000,ifrs-full:Revenue,34187941000,ifrs-full:CostOfSales,19351891000,ifrs-full:PropertyPlantAndEquipment,54635141000,ifrs-full:Assets,1319941000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9470016000,ifrs-full:Goodwill,,,30360488000,ifrs-full:Liabilities,BRL
1073404,GERDAU S.A.,Brazil,2017,36917619000,ifrs-full:Revenue,33312995000,ifrs-full:CostOfSales,16443742000,ifrs-full:PropertyPlantAndEquipment,50301761000,ifrs-full:Assets,972089000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7891142000,ifrs-full:Goodwill,,,26407820000,ifrs-full:Liabilities,BRL
1073404,GERDAU S.A.,Brazil,2018,46159478000,ifrs-full:Revenue,40010100000,ifrs-full:CostOfSales,15546481000,ifrs-full:PropertyPlantAndEquipment,51281029000,ifrs-full:Assets,836096000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9112390000,ifrs-full:Goodwill,,,25342458000,ifrs-full:Liabilities,BRL
1073404,GERDAU S.A.,Brazil,2019,39644010000,ifrs-full:Revenue,35440726000,ifrs-full:CostOfSales,15901493000,ifrs-full:PropertyPlantAndEquipment,54002970000,ifrs-full:Assets,673262000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9469311000,ifrs-full:Goodwill,,,26829843000,ifrs-full:Liabilities,BRL
1073404,GERDAU S.A.,Brazil,2020,43814661000,ifrs-full:Revenue,37884102000,ifrs-full:CostOfSales,17252915000,ifrs-full:PropertyPlantAndEquipment,63123009000,ifrs-full:Assets,622578000,ifrs-full:IntangibleAssetsOtherThanGoodwill,12103519000,ifrs-full:Goodwill,,,32037799000,ifrs-full:Liabilities,BRL
1073404,GERDAU S.A.,Brazil,2021,78345081000,ifrs-full:Revenue,57527721000,ifrs-full:CostOfSales,18741786000,ifrs-full:PropertyPlantAndEquipment,73814613000,ifrs-full:Assets,509760000,ifrs-full:IntangibleAssetsOtherThanGoodwill,12427527000,ifrs-full:Goodwill,,,,,BRL
1073404,GERDAU S.A.,Brazil,2022,82412210000,ifrs-full:Revenue,63661156000,ifrs-full:CostOfSales,20422734000,ifrs-full:PropertyPlantAndEquipment,73798652000,ifrs-full:Assets,415159000,ifrs-full:IntangibleAssetsOtherThanGoodwill,11634464000,ifrs-full:Goodwill,,,,,BRL
1073404,GERDAU S.A.,Brazil,2023,68916447000,ifrs-full:Revenue,57583992000,ifrs-full:CostOfSales,22880530000,ifrs-full:PropertyPlantAndEquipment,74885144000,ifrs-full:Assets,373710000,ifrs-full:IntangibleAssetsOtherThanGoodwill,10825148000,ifrs-full:Goodwill,,,,,BRL
1073404,GERDAU S.A.,Brazil,2024,67026656000,ifrs-full:Revenue,57823416000,ifrs-full:CostOfSales,29591314000,ifrs-full:PropertyPlantAndEquipment,86814493000,ifrs-full:Assets,400567000,ifrs-full:IntangibleAssetsOtherThanGoodwill,13853114000,ifrs-full:Goodwill,,,,,BRL
1073404,GERDAU S.A.,Brazil,2025,69858532000,ifrs-full:Revenue,61891039000,ifrs-full:CostOfSales,30640833000,ifrs-full:PropertyPlantAndEquipment,81688175000,ifrs-full:Assets,691365000,ifrs-full:IntangibleAssetsOtherThanGoodwill,11995727000,ifrs-full:Goodwill,,,,,BRL
1076378,CEMEX SAB DE CV,Mexico,2016,249477000000,ifrs-full:Revenue,159946000000,ifrs-full:CostOfSales,11030000000,ifrs-full:PropertyPlantAndEquipment,29818000000,ifrs-full:Assets,1989000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9957000000,ifrs-full:Goodwill,,,20428000000,ifrs-full:Liabilities,MXN;USD
1076378,CEMEX SAB DE CV,Mexico,2017,12926000000,ifrs-full:Revenue,8365000000,ifrs-full:CostOfSales,11588000000,ifrs-full:PropertyPlantAndEquipment,29884000000,ifrs-full:Assets,2006000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9948000000,ifrs-full:Goodwill,,,19286000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2018,13531000000,ifrs-full:Revenue,8849000000,ifrs-full:CostOfSales,11232000000,ifrs-full:PropertyPlantAndEquipment,29181000000,ifrs-full:Assets,2024000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9912000000,ifrs-full:Goodwill,,,18128000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2019,12959000000,ifrs-full:Revenue,8714000000,ifrs-full:CostOfSales,10565000000,ifrs-full:PropertyPlantAndEquipment,29363000000,ifrs-full:Assets,2028000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,9562000000,ifrs-full:Goodwill,,,18539000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2020,12669000000,ifrs-full:Revenue,8586000000,ifrs-full:CostOfSales,10170000000,ifrs-full:PropertyPlantAndEquipment,27425000000,ifrs-full:Assets,1746000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,8506000000,ifrs-full:Goodwill,,,18473000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2021,14379000000,ifrs-full:Revenue,9743000000,ifrs-full:CostOfSales,10202000000,ifrs-full:PropertyPlantAndEquipment,26650000000,ifrs-full:Assets,1779000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,41000000,ifrs-full:Goodwill,,,16379000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2022,14706000000,ifrs-full:Revenue,10221000000,ifrs-full:CostOfSales,10156000000,ifrs-full:PropertyPlantAndEquipment,26447000000,ifrs-full:Assets,1755000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7538000000,ifrs-full:Goodwill,,,15538000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2023,16554000000,ifrs-full:Revenue,10979000000,ifrs-full:CostOfSales,11272000000,ifrs-full:PropertyPlantAndEquipment,28433000000,ifrs-full:Assets,1856000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7674000000,ifrs-full:Goodwill,,,16317000000,ifrs-full:Liabilities,USD
1076378,CEMEX SAB DE CV,Mexico,2024,16200000000,ifrs-full:Revenue,10761000000,ifrs-full:CostOfSales,10152000000,ifrs-full:PropertyPlantAndEquipment,27299000000,ifrs-full:Assets,1920000000,ifrs-full:IntangibleAssetsOtherThanGoodwill,7441000000,ifrs-full:Goodwill,,,14822000000,ifrs-full:Liabilities,USD
1094972,ULTRAPAR HOLDINGS INC,Brazil,2016,76740033000,ifrs-full:Revenue,70196945000,ifrs-full:CostOfSales,5796418000,ifrs-full:PropertyPlantAndEquipment,24074516000,ifrs-full:Assets,1891636000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,50129000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2017,79230014000,ifrs-full:Revenue,72431473000,ifrs-full:CostOfSales,6637826000,ifrs-full:PropertyPlantAndEquipment,28284346000,ifrs-full:Assets,2238042000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,55836000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2018,90697983000,ifrs-full:Revenue,84537368000,ifrs-full:CostOfSales,7278865000,ifrs-full:PropertyPlantAndEquipment,30499395000,ifrs-full:Assets,2369355000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,63085000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2019,83004729000,ifrs-full:Revenue,78208786000,ifrs-full:CostOfSales,7572762000,ifrs-full:PropertyPlantAndEquipment,31195472000,ifrs-full:Assets,1762593000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,61589000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2020,74058056000,ifrs-full:Revenue,70056447000,ifrs-full:CostOfSales,8005860000,ifrs-full:PropertyPlantAndEquipment,36250162000,ifrs-full:Assets,1782655000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,63746000,ifrs-full:ResearchAndDevelopmentExpense,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2021,109732842000,ifrs-full:Revenue,104827966000,ifrs-full:CostOfSales,5534591000,ifrs-full:PropertyPlantAndEquipment,39010357000,ifrs-full:Assets,,,,,,,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2022,143634708000,ifrs-full:Revenue,136276257000,ifrs-full:CostOfSales,5862413000,ifrs-full:PropertyPlantAndEquipment,36441003000,ifrs-full:Assets,,,,,,,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2023,126048701000,ifrs-full:Revenue,116730469000,ifrs-full:CostOfSales,6387581000,ifrs-full:PropertyPlantAndEquipment,38251974000,ifrs-full:Assets,,,,,,,,,BRL
1094972,ULTRAPAR HOLDINGS INC,Brazil,2024,133498913000,ifrs-full:Revenue,123811893000,ifrs-full:CostOfSales,7135966000,ifrs-full:PropertyPlantAndEquipment,39558074000,ifrs-full:Assets,,,,,,,,,BRL
1099590,MERCADOLIBRE INC,Argentina,2016,,,307538000,us-gaap:CostOfRevenue,124261000,us-gaap:PropertyPlantAndEquipmentNet,1367435000,us-gaap:Assets,26277000,us-gaap:IntangibleAssetsNetExcludingGoodwill,91797000,us-gaap:Goodwill,98479000,us-gaap:ResearchAndDevelopmentExpense,938581000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2017,1216542000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,496942000,us-gaap:CostOfRevenue,114837000,us-gaap:PropertyPlantAndEquipmentNet,1673187000,us-gaap:Assets,23174000,us-gaap:IntangibleAssetsNetExcludingGoodwill,92279000,us-gaap:Goodwill,127160000,us-gaap:ResearchAndDevelopmentExpense,1347408000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2018,1439653000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,742645000,us-gaap:CostOfRevenue,165614000,us-gaap:PropertyPlantAndEquipmentNet,2239519000,us-gaap:Assets,18581000,us-gaap:IntangibleAssetsNetExcludingGoodwill,88883000,us-gaap:Goodwill,146273000,us-gaap:ResearchAndDevelopmentExpense,1902819000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2019,2296314000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,244257000,us-gaap:PropertyPlantAndEquipmentNet,4781691000,us-gaap:Assets,14275000,us-gaap:IntangibleAssetsNetExcludingGoodwill,87609000,us-gaap:Goodwill,223807000,us-gaap:ResearchAndDevelopmentExpense,2699728000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2020,3974000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,391684000,us-gaap:PropertyPlantAndEquipmentNet,6526332000,us-gaap:Assets,14155000,us-gaap:IntangibleAssetsNetExcludingGoodwill,85000000,us-gaap:Goodwill,353000000,us-gaap:ResearchAndDevelopmentExpense,4874754000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2021,5710000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,807000000,us-gaap:PropertyPlantAndEquipmentNet,10101000000,us-gaap:Assets,45000000,us-gaap:IntangibleAssetsNetExcludingGoodwill,148000000,us-gaap:Goodwill,590000000,us-gaap:ResearchAndDevelopmentExpense,8570000000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2022,7450000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,993000000,us-gaap:PropertyPlantAndEquipmentNet,13736000000,us-gaap:Assets,25000000,us-gaap:IntangibleAssetsNetExcludingGoodwill,153000000,us-gaap:Goodwill,1099000000,us-gaap:ResearchAndDevelopmentExpense,11909000000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2023,10487000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,1250000000,us-gaap:PropertyPlantAndEquipmentNet,17612000000,us-gaap:Assets,11000000,us-gaap:IntangibleAssetsNetExcludingGoodwill,163000000,us-gaap:Goodwill,1831000000,us-gaap:ResearchAndDevelopmentExpense,14541000000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2024,15137000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,1380000000,us-gaap:PropertyPlantAndEquipmentNet,25196000000,us-gaap:Assets,12000000,us-gaap:IntangibleAssetsNetExcludingGoodwill,149000000,us-gaap:Goodwill,1934000000,us-gaap:ResearchAndDevelopmentExpense,20845000000,us-gaap:Liabilities,USD
1099590,MERCADOLIBRE INC,Argentina,2025,20335000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,,,2303000000,us-gaap:PropertyPlantAndEquipmentNet,42667000000,us-gaap:Assets,33000000,us-gaap:IntangibleAssetsNetExcludingGoodwill,163000000,us-gaap:Goodwill,2269000000,us-gaap:ResearchAndDevelopmentExpense,35919000000,us-gaap:Liabilities,USD
1110649,Fibria Celulose S.A.,Brazil,2016,9614817000,ifrs-full:Revenue,7108346000,ifrs-full:CostOfSales,13107192000,ifrs-full:PropertyPlantAndEquipment,34440328000,ifrs-full:Assets,,,4230450000,ifrs-full:Goodwill,,,20622648000,ifrs-full:Liabilities,BRL
1110649,Fibria Celulose S.A.,Brazil,2017,11739153000,ifrs-full:Revenue,8248416000,ifrs-full:CostOfSales,15101738000,ifrs-full:PropertyPlantAndEquipment,38693331000,ifrs-full:Assets,,,4230450000,ifrs-full:Goodwill,,,24043402000,ifrs-full:Liabilities,BRL
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2018,,,,,29785930000,ifrs-full:PropertyPlantAndEquipment,876370731000,ifrs-full:Assets,7056518000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,781228951000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2019,,,,,44877360000,ifrs-full:PropertyPlantAndEquipment,933269606000,ifrs-full:Assets,11834308000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,774209789000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2020,,,,,66008914000,ifrs-full:PropertyPlantAndEquipment,1592855622000,ifrs-full:Assets,21839477000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,1317638103000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2021,,,,,121153619000,ifrs-full:PropertyPlantAndEquipment,3268713477000,ifrs-full:Assets,41357399000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,2675628185000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2022,,,,,360675413000,ifrs-full:PropertyPlantAndEquipment,10488176207000,ifrs-full:Assets,119932486000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,8592294336000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2023,,,,,773625233000,ifrs-full:PropertyPlantAndEquipment,22246858046000,ifrs-full:Assets,269188109000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,17854034339000,ifrs-full:Liabilities,ARS
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,2024,,,,,995520817000,ifrs-full:PropertyPlantAndEquipment,32517979372000,ifrs-full:Assets,304486250000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,,,26454235292000,ifrs-full:Liabilities,ARS
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2016,81405000000,ifrs-full:Revenue,55417000000,ifrs-full:CostOfSales,175470000000,ifrs-full:PropertyPlantAndEquipment,246983000000,ifrs-full:Assets,,,,,523000000,ifrs-full:ResearchAndDevelopmentExpense,169433000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2017,77884000000,ifrs-full:Revenue,51198000000,ifrs-full:CostOfSales,176650000000,ifrs-full:PropertyPlantAndEquipment,251366000000,ifrs-full:Assets,,,,,572000000,ifrs-full:ResearchAndDevelopmentExpense,169864000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2018,84638000000,ifrs-full:Revenue,52184000000,ifrs-full:CostOfSales,157383000000,ifrs-full:PropertyPlantAndEquipment,222068000000,ifrs-full:Assets,,,,,641000000,ifrs-full:ResearchAndDevelopmentExpense,148893000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2019,76589000000,ifrs-full:Revenue,45732000000,ifrs-full:CostOfSales,159265000000,ifrs-full:PropertyPlantAndEquipment,229740000000,ifrs-full:Assets,,,,,-576000000,ifrs-full:ResearchAndDevelopmentExpense,155525000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2020,53683000000,ifrs-full:Revenue,29195000000,ifrs-full:CostOfSales,124201000000,ifrs-full:PropertyPlantAndEquipment,190010000000,ifrs-full:Assets,,,,,355000000,ifrs-full:ResearchAndDevelopmentExpense,130134000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2021,83966000000,ifrs-full:Revenue,43164000000,ifrs-full:CostOfSales,125330000000,ifrs-full:PropertyPlantAndEquipment,174348000000,ifrs-full:Assets,,,,,563000000,ifrs-full:ResearchAndDevelopmentExpense,104536000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2022,124474000000,ifrs-full:Revenue,59486000000,ifrs-full:CostOfSales,130169000000,ifrs-full:PropertyPlantAndEquipment,187191000000,ifrs-full:Assets,,,,,792000000,ifrs-full:ResearchAndDevelopmentExpense,117355000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2023,102409000000,ifrs-full:Revenue,48435000000,ifrs-full:CostOfSales,153424000000,ifrs-full:PropertyPlantAndEquipment,217067000000,ifrs-full:Assets,,,,,726000000,ifrs-full:ResearchAndDevelopmentExpense,138092000000,ifrs-full:Liabilities,USD
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,2024,91416000000,ifrs-full:Revenue,45444000000,ifrs-full:CostOfSales,136285000000,ifrs-full:PropertyPlantAndEquipment,181645000000,ifrs-full:Assets,,,,,789000000,ifrs-full:ResearchAndDevelopmentExpense,122295000000,ifrs-full:Liabilities,USD
1122491,BRF S.A.,Brazil,2016,27883900000,ifrs-full:Revenue,20934000000,ifrs-full:CostOfSales,11746200000,ifrs-full:PropertyPlantAndEquipment,42944900000,ifrs-full:Assets,5656700000,ifrs-full:IntangibleAssetsOtherThanGoodwill,,,200200000,ifrs-full:ResearchAndDevelopmentExpense,18085100000,ifrs-full:Liabilities,BRL
