"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2025",13405.902,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2025",3569.871,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2025",7932.59,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2025",1662.065,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2025",241.376,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2025",13405.902,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2025",604.861,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2025",1761.678,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2025",1203.332,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2025",1524.233,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2025",3391.949,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2025",23.175,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2025",1797.952,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2025",1195.281,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2025",1662.065,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2025",33.803,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2025",207.572,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2024",13335.384,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2024",3578.041,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2024",7812.525,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2024",1715.655,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2024",229.164,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2024",13335.384,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2024",598.258,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2024",1788.836,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2024",1190.947,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2024",1543.612,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2024",3361.414,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2024",27.587,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2024",1753.797,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2024",1126.114,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2024",1715.655,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2024",35.742,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2024",193.422,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2023",13293.498,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2023",3449.7,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2023",7892.443,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2023",1785.625,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2023",165.729,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2023",13293.498,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2023",600.614,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2023",1685.583,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2023",1163.504,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2023",1607.714,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2023",3244.968,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2023",28.92,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2023",1921.862,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2023",1088.978,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2023",1785.625,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2023",34.241,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2023",131.488,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2022",12881.228,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2022",3465.997,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2022",7418.448,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2022",1786.436,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2022",210.348,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2022",12881.228,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2022",590.466,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2022",1664.225,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2022",1211.306,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2022",1444.663,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2022",3098.326,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2022",27.488,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2022",1779.951,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2022",1068.019,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2022",1786.436,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2022",27.394,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2022",182.954,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2021",12241.621,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2021",3485.838,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2021",6898.943,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2021",1628.292,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2021",228.548,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2021",12241.621,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2021",593.372,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2021",1676.741,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2021",1215.725,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2021",1496.304,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2021",2759.861,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2021",28.727,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2021",1607.275,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2021",1006.775,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2021",1628.292,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2021",21.964,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2021",206.583,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2020",10936.539,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2020",2272.608,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2020",4605.26,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2020",1257.12,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2020",2801.551,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2020",10936.539,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2020",352.04,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2020",1107.613,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2020",812.954,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2020",935.574,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2020",1872.038,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2020",13.529,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2020",1083.953,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2020",700.166,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2020",1257.12,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2020",15.714,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2020",2785.837,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2019",12041.135,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2019",3287.914,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2019",6684.642,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2019",1792.149,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2019",276.43,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2019",12041.135,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2019",614.019,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2019",1579.882,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2019",1094.014,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2019",1324.581,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2019",2741.38,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2019",30.759,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2019",1552.306,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2019",1035.616,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2019",1792.149,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2019",19.07,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2019",257.359,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2018",11744.699,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2018",3099.3,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2018",6621.592,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2018",1786.16,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2018",237.648,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2018",11744.699,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2018",583.629,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2018",1495.331,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2018",1020.339,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2018",1372.441,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2018",2631.641,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2018",25.899,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2018",1567.644,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2018",1023.967,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2018",1786.16,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2018",21.89,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2018",215.757,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2017",11568.217,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2017",2226.422,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2017",5043.726,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2017",1329.75,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2017",2968.32,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2017",11568.217,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2017",424.362,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2017",1083.056,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2017",719.004,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2017",1139.143,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2017",1943.236,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2017",20.148,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2017",1190.695,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2017",750.504,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2017",1329.75,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2017",19.777,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2017",2948.542,,,,"R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2014",11047.223,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2014",2576.685,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2014",6159.102,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2014",1632.69,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2014",678.746,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2014",11047.223,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2014",491.974,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2014",1136.301,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2014",948.41,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2014",1356.27,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2014",2297.562,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2014",29.096,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2014",1392.874,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2014",1083.3,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2014",1632.69,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2014",678.746,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2013",10942.848,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2013",2674.117,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2013",5948.857,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2013",1710.281,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2013",609.593,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2013",10942.848,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2013",520.832,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2013",1179.21,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2013",974.074,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2013",1245.233,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2013",2267.862,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2013",30.405,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2013",1396.983,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2013",1008.374,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2013",1710.281,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2013",609.593,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2012",10843.566,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2012",2699.024,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2012",5737.736,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2012",1857.07,,,"I13:3888","R1:3513_S4:33"
"ARG","BA:150","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2012",549.737,,,"I13:3888","R1:3513_S4:33"
